origin,destination,route_id,route_label,route_distance_km,avg_speed_kmh,traffic_level,estimated_time_min,estimated_energy_kWh,driving_style,vehicle_model,weather,is_optimal
Matara,Colombo,Matara_Colombo_B,B,93,26,high,257,20.759,Aggressive,Atto 3,cloudy,0
Matara,Colombo,Matara_Colombo_C,C,81,73,low,66,12.96,Normal,Leaf,sunny,1
Batticaloa,Galle,Batticaloa_Galle_A,A,79,51,low,92,10.665,Eco,Model 3,sunny,1
Batticaloa,Galle,Batticaloa_Galle_B,B,88,52,medium,106,13.306,Eco,Model 3,monsoon,0
Batticaloa,Galle,Batticaloa_Galle_C,C,82,31,medium,166,15.941,Normal,ZS EV,heavy_rain,0
Galle,Ratnapura,Galle_Ratnapura_A,A,69,61,low,67,11.73,Normal,Atto 3,sunny,1
Galle,Ratnapura,Galle_Ratnapura_B,B,91,44,low,124,21.199,Aggressive,Leaf,monsoon,0
Galle,Ratnapura,Galle_Ratnapura_C,C,78,54,high,104,13.015,Eco,ZS EV,light_rain,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_A,A,121,52,low,139,18.15,Normal,Model 3,sunny,1
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_B,B,119,31,low,230,20.563,Normal,Leaf,heavy_rain,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_C,C,120,51,medium,148,22.848,Normal,Atto 3,monsoon,0
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_A,A,123,40,medium,193,20.91,Normal,Atto 3,sunny,0
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_B,B,102,75,medium,85,21.216,Aggressive,Leaf,sunny,0
Trincomalee,Anuradhapura,Trincomalee_Anuradhapura_C,C,117,54,low,130,19.656,Normal,Model 3,monsoon,1
Jaffna,Matara,Jaffna_Matara_A,A,22,34,low,38,3.2,Eco,Leaf,cloudy,1
Jaffna,Matara,Jaffna_Matara_B,B,23,68,low,20,4.122,Normal,Leaf,monsoon,0
Jaffna,Matara,Jaffna_Matara_C,C,18,48,high,27,4.717,Aggressive,ZS EV,monsoon,0
Batticaloa,Colombo,Batticaloa_Colombo_A,A,35,71,high,35,6.01,Normal,Atto 3,cloudy,1
Batticaloa,Colombo,Batticaloa_Colombo_B,B,38,48,low,47,6.384,Normal,Model 3,monsoon,0
Batticaloa,Colombo,Batticaloa_Colombo_C,C,40,44,low,54,7.272,Normal,ZS EV,cloudy,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_A,A,45,51,high,63,6.545,Eco,Leaf,cloudy,0
Kurunegala,Ratnapura,Kurunegala_Ratnapura_B,B,36,23,high,112,5.832,Eco,ZS EV,sunny,1
Kurunegala,Ratnapura,Kurunegala_Ratnapura_C,C,33,41,low,48,6.933,Aggressive,Leaf,cloudy,0
Jaffna,Batticaloa,Jaffna_Batticaloa_A,A,24,43,medium,35,4.57,Normal,Atto 3,monsoon,0
Jaffna,Batticaloa,Jaffna_Batticaloa_B,B,23,40,low,34,3.717,Normal,Leaf,cloudy,1
Jaffna,Batticaloa,Jaffna_Batticaloa_C,C,31,48,low,38,5.323,Normal,Atto 3,cloudy,0
Kandy,Trincomalee,Kandy_Trincomalee_A,A,49,24,medium,128,8.996,Normal,Atto 3,heavy_rain,0
Kandy,Trincomalee,Kandy_Trincomalee_B,B,43,42,high,73,6.88,Normal,Leaf,sunny,1
Kandy,Trincomalee,Kandy_Trincomalee_C,C,40,55,high,52,7.2,Normal,ZS EV,sunny,0
Jaffna,Kandy,Jaffna_Kandy_A,A,108,67,low,96,17.671,Eco,ZS EV,cloudy,0
Jaffna,Kandy,Jaffna_Kandy_B,B,76,45,medium,106,10.26,Eco,Model 3,sunny,1
Jaffna,Kandy,Jaffna_Kandy_C,C,95,50,high,136,14.25,Normal,Model 3,sunny,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,122,43,medium,178,19.715,Normal,Leaf,cloudy,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,120,46,low,156,19.44,Normal,Model 3,heavy_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_C,C,86,63,high,98,18.067,Aggressive,Leaf,cloudy,1
Trincomalee,Jaffna,Trincomalee_Jaffna_A,A,76,40,medium,119,11.742,Normal,Model 3,light_rain,1
Trincomalee,Jaffna,Trincomalee_Jaffna_B,B,90,48,medium,118,13.349,Eco,Leaf,light_rain,0
Trincomalee,Jaffna,Trincomalee_Jaffna_C,C,94,44,low,128,14.1,Normal,Model 3,sunny,0
Jaffna,Kandy,Jaffna_Kandy_A,A,51,42,high,87,10.282,Normal,ZS EV,monsoon,0
Jaffna,Kandy,Jaffna_Kandy_B,B,67,53,low,75,10.72,Normal,Leaf,sunny,0
Jaffna,Kandy,Jaffna_Kandy_C,C,51,53,medium,60,8.51,Eco,ZS EV,light_rain,1
Galle,Kurunegala,Galle_Kurunegala_A,A,90,72,medium,78,14.58,Normal,Model 3,heavy_rain,0
Galle,Kurunegala,Galle_Kurunegala_B,B,82,70,medium,73,16.531,Normal,ZS EV,monsoon,0
Galle,Kurunegala,Galle_Kurunegala_C,C,80,21,medium,240,11.635,Eco,Leaf,cloudy,1
Galle,Ratnapura,Galle_Ratnapura_A,A,68,44,high,111,11.206,Normal,Leaf,light_rain,1
Galle,Ratnapura,Galle_Ratnapura_B,B,81,29,high,201,14.183,Normal,Atto 3,light_rain,0
Galle,Ratnapura,Galle_Ratnapura_C,C,77,52,medium,93,14.969,Normal,ZS EV,heavy_rain,0
Colombo,Galle,Colombo_Galle_A,A,70,45,high,111,11.453,Eco,ZS EV,cloudy,0
Colombo,Galle,Colombo_Galle_B,B,58,49,low,71,9.28,Normal,Leaf,sunny,1
Colombo,Galle,Colombo_Galle_C,C,80,71,medium,70,13.6,Normal,Atto 3,sunny,0
Kandy,Anuradhapura,Kandy_Anuradhapura_A,A,27,35,low,46,4.666,Normal,Leaf,heavy_rain,1
Kandy,Anuradhapura,Kandy_Anuradhapura_B,B,37,52,low,42,5.831,Eco,Atto 3,light_rain,0
Kandy,Anuradhapura,Kandy_Anuradhapura_C,C,36,62,high,41,6.304,Normal,Atto 3,light_rain,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_A,A,122,63,high,139,21.362,Normal,Atto 3,light_rain,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_B,B,92,47,medium,123,14.867,Normal,Leaf,cloudy,0
Anuradhapura,Ratnapura,Anuradhapura_Ratnapura_C,C,90,64,medium,88,13.905,Normal,Model 3,light_rain,1
Colombo,Matara,Colombo_Matara_A,A,40,37,high,77,6.48,Normal,Model 3,heavy_rain,0
Colombo,Matara,Colombo_Matara_B,B,33,66,low,30,4.589,Eco,Model 3,light_rain,1
Colombo,Matara,Colombo_Matara_C,C,39,44,medium,55,6.302,Normal,Leaf,cloudy,0
Colombo,Kandy,Colombo_Kandy_A,A,102,38,low,161,17.34,Normal,Atto 3,sunny,0
Colombo,Kandy,Colombo_Kandy_B,B,135,56,high,173,20.995,Eco,Leaf,heavy_rain,0
Colombo,Kandy,Colombo_Kandy_C,C,96,34,medium,177,16.32,Normal,Atto 3,sunny,1
Jaffna,Kandy,Jaffna_Kandy_A,A,88,70,low,75,15.11,Normal,Atto 3,cloudy,0
Jaffna,Kandy,Jaffna_Kandy_B,B,75,54,medium,87,12.15,Normal,Model 3,heavy_rain,1
Jaffna,Kandy,Jaffna_Kandy_C,C,78,49,medium,100,13.478,Normal,Leaf,heavy_rain,0
Ratnapura,Trincomalee,Ratnapura_Trincomalee_A,A,61,68,low,53,11.068,Eco,ZS EV,monsoon,1
Ratnapura,Trincomalee,Ratnapura_Trincomalee_B,B,74,67,low,66,15.546,Aggressive,Leaf,cloudy,0
Ratnapura,Trincomalee,Ratnapura_Trincomalee_C,C,69,55,medium,79,12.42,Normal,ZS EV,sunny,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_A,A,123,62,low,119,19.926,Normal,Model 3,heavy_rain,1
Ratnapura,Batticaloa,Ratnapura_Batticaloa_B,B,121,58,high,150,21.78,Normal,ZS EV,sunny,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_C,C,142,45,medium,198,21.939,Normal,Model 3,light_rain,0
Matara,Kandy,Matara_Kandy_A,A,102,50,low,122,18.727,Normal,Atto 3,heavy_rain,0
Matara,Kandy,Matara_Kandy_B,B,111,65,medium,107,19.436,Normal,Atto 3,light_rain,0
Matara,Kandy,Matara_Kandy_C,C,104,45,medium,145,15.6,Normal,Model 3,sunny,1
Jaffna,Kurunegala,Jaffna_Kurunegala_A,A,100,53,high,135,18.36,Normal,Atto 3,heavy_rain,0
Jaffna,Kurunegala,Jaffna_Kurunegala_B,B,82,45,low,109,19.572,Aggressive,Atto 3,heavy_rain,0
Jaffna,Kurunegala,Jaffna_Kurunegala_C,C,106,44,medium,151,17.469,Normal,Leaf,light_rain,1
Galle,Anuradhapura,Galle_Anuradhapura_A,A,119,55,high,155,18.028,Normal,Model 3,cloudy,0
Galle,Anuradhapura,Galle_Anuradhapura_B,B,131,22,low,357,29.428,Aggressive,Leaf,heavy_rain,0
Galle,Anuradhapura,Galle_Anuradhapura_C,C,123,34,low,217,16.605,Eco,Model 3,sunny,1
Colombo,Jaffna,Colombo_Jaffna_A,A,64,35,high,131,9.492,Eco,Leaf,light_rain,0
Colombo,Jaffna,Colombo_Jaffna_B,B,53,53,low,60,9.01,Normal,Atto 3,sunny,1
Colombo,Jaffna,Colombo_Jaffna_C,C,64,29,high,158,11.635,Normal,ZS EV,cloudy,0
Kurunegala,Kandy,Kurunegala_Kandy_A,A,86,34,low,151,15.635,Normal,ZS EV,cloudy,0
Kurunegala,Kandy,Kurunegala_Kandy_B,B,104,49,low,127,23.214,Aggressive,Atto 3,cloudy,0
Kurunegala,Kandy,Kurunegala_Kandy_C,C,96,55,low,104,14.4,Normal,Model 3,sunny,1
Trincomalee,Ratnapura,Trincomalee_Ratnapura_A,A,75,44,low,102,10.908,Eco,Leaf,cloudy,0
Trincomalee,Ratnapura,Trincomalee_Ratnapura_B,B,65,34,low,114,10.043,Normal,Model 3,light_rain,1
Trincomalee,Ratnapura,Trincomalee_Ratnapura_C,C,73,50,medium,91,15.336,Aggressive,Leaf,cloudy,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,103,39,low,158,19.611,Normal,Atto 3,monsoon,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,124,31,medium,252,20.435,Normal,Leaf,light_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_C,C,91,56,high,117,14.341,Eco,Atto 3,light_rain,1
Colombo,Galle,Colombo_Galle_A,A,137,58,high,170,26.085,Normal,Atto 3,monsoon,0
Colombo,Galle,Colombo_Galle_B,B,134,41,low,196,21.117,Eco,Atto 3,light_rain,0
Colombo,Galle,Colombo_Galle_C,C,114,40,medium,179,20.52,Normal,ZS EV,sunny,1
Matara,Ratnapura,Matara_Ratnapura_A,A,95,63,low,90,15.352,Normal,Leaf,cloudy,1
Matara,Ratnapura,Matara_Ratnapura_B,B,101,43,low,140,17.342,Normal,Atto 3,cloudy,0
Matara,Ratnapura,Matara_Ratnapura_C,C,108,34,medium,200,17.28,Normal,Leaf,sunny,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_A,A,108,52,low,124,25.525,Aggressive,ZS EV,cloudy,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_B,B,78,41,low,114,18.171,Aggressive,Leaf,monsoon,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_C,C,97,82,high,85,15.085,Eco,Leaf,heavy_rain,1
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_A,A,123,37,medium,209,22.042,Normal,Leaf,monsoon,0
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_B,B,103,63,high,117,16.48,Normal,Leaf,sunny,1
Batticaloa,Anuradhapura,Batticaloa_Anuradhapura_C,C,126,42,medium,189,19.089,Normal,Model 3,cloudy,0
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_A,A,79,61,medium,81,15.042,Normal,Atto 3,monsoon,1
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_B,B,91,45,low,121,15.934,Normal,Atto 3,light_rain,0
Ratnapura,Anuradhapura,Ratnapura_Anuradhapura_C,C,106,50,low,127,18.317,Normal,Leaf,heavy_rain,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_A,A,136,55,medium,155,24.371,Normal,Leaf,monsoon,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_B,B,107,39,low,164,16.532,Normal,Model 3,light_rain,1
Batticaloa,Kurunegala,Batticaloa_Kurunegala_C,C,136,52,medium,164,30.056,Aggressive,Atto 3,sunny,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_A,A,95,46,low,123,14.25,Normal,Model 3,sunny,1
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_B,B,117,64,low,109,18.87,Eco,Leaf,monsoon,0
Anuradhapura,Kurunegala,Anuradhapura_Kurunegala_C,C,116,76,low,91,20.045,Normal,Leaf,heavy_rain,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_A,A,78,67,medium,73,11.7,Normal,Model 3,sunny,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_B,B,66,65,low,60,9.999,Normal,Model 3,cloudy,1
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_C,C,64,59,medium,68,10.368,Eco,ZS EV,sunny,0
Galle,Ratnapura,Galle_Ratnapura_A,A,108,33,low,196,18.911,Normal,Atto 3,light_rain,0
Galle,Ratnapura,Galle_Ratnapura_B,B,97,34,high,205,17.984,Normal,ZS EV,light_rain,1
Galle,Ratnapura,Galle_Ratnapura_C,C,107,50,medium,134,20.801,Normal,ZS EV,heavy_rain,0
Anuradhapura,Kandy,Anuradhapura_Kandy_A,A,79,35,high,162,13.564,Normal,Atto 3,cloudy,0
Anuradhapura,Kandy,Anuradhapura_Kandy_B,B,65,22,medium,186,10.92,Normal,Model 3,monsoon,1
Anuradhapura,Kandy,Anuradhapura_Kandy_C,C,92,30,low,184,16.692,Eco,ZS EV,monsoon,0
Batticaloa,Galle,Batticaloa_Galle_A,A,72,63,low,68,14.04,Aggressive,Model 3,sunny,0
Batticaloa,Galle,Batticaloa_Galle_B,B,53,59,medium,56,7.155,Eco,Model 3,sunny,1
Batticaloa,Galle,Batticaloa_Galle_C,C,57,60,high,68,8.618,Eco,Model 3,monsoon,0
Kandy,Kurunegala,Kandy_Kurunegala_A,A,109,62,medium,110,21.974,Normal,ZS EV,monsoon,0
Kandy,Kurunegala,Kandy_Kurunegala_B,B,111,21,medium,333,20.579,Normal,ZS EV,light_rain,0
Kandy,Kurunegala,Kandy_Kurunegala_C,C,102,76,high,96,13.77,Eco,Model 3,sunny,1
Kandy,Colombo,Kandy_Colombo_A,A,19,46,high,29,3.04,Normal,Leaf,sunny,0
Kandy,Colombo,Kandy_Colombo_B,B,18,49,low,22,2.909,Normal,Leaf,cloudy,1
Kandy,Colombo,Kandy_Colombo_C,C,22,61,high,25,3.564,Normal,Model 3,heavy_rain,0
Jaffna,Ratnapura,Jaffna_Ratnapura_A,A,22,31,low,42,3.849,Eco,ZS EV,heavy_rain,0
Jaffna,Ratnapura,Jaffna_Ratnapura_B,B,26,53,high,35,5.678,Aggressive,Model 3,monsoon,0
Jaffna,Ratnapura,Jaffna_Ratnapura_C,C,24,34,low,42,3.337,Eco,Model 3,light_rain,1
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,31,36,low,51,4.789,Normal,Model 3,light_rain,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,30,47,low,38,4.5,Normal,Model 3,sunny,1
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,33,53,low,37,5.2,Eco,Atto 3,light_rain,0
Matara,Kandy,Matara_Kandy_A,A,55,58,medium,59,8.499,Eco,Atto 3,cloudy,1
Matara,Kandy,Matara_Kandy_B,B,56,55,high,73,9.806,Normal,Atto 3,light_rain,0
Matara,Kandy,Matara_Kandy_C,C,55,46,high,86,11.088,Normal,ZS EV,monsoon,0
Kandy,Jaffna,Kandy_Jaffna_A,A,56,51,high,79,9.615,Normal,Atto 3,cloudy,0
Kandy,Jaffna,Kandy_Jaffna_B,B,59,41,medium,90,8.938,Normal,Model 3,cloudy,1
Kandy,Jaffna,Kandy_Jaffna_C,C,76,42,low,108,12.312,Eco,ZS EV,sunny,0
Kandy,Kurunegala,Kandy_Kurunegala_A,A,46,35,low,78,7.107,Normal,Model 3,light_rain,1
Kandy,Kurunegala,Kandy_Kurunegala_B,B,55,48,low,68,10.692,Normal,ZS EV,heavy_rain,0
Kandy,Kurunegala,Kandy_Kurunegala_C,C,56,72,low,46,12.747,Aggressive,Atto 3,light_rain,0
Matara,Galle,Matara_Galle_A,A,30,40,high,54,4.635,Normal,Model 3,light_rain,0
Matara,Galle,Matara_Galle_B,B,32,53,low,36,5.494,Normal,Atto 3,cloudy,0
Matara,Galle,Matara_Galle_C,C,27,30,high,64,3.681,Eco,Model 3,cloudy,1
Ratnapura,Colombo,Ratnapura_Colombo_A,A,125,67,low,111,18.0,Eco,Leaf,sunny,0
Ratnapura,Colombo,Ratnapura_Colombo_B,B,111,63,medium,111,20.579,Normal,ZS EV,light_rain,0
Ratnapura,Colombo,Ratnapura_Colombo_C,C,111,62,high,128,17.149,Normal,Model 3,light_rain,1
Jaffna,Kandy,Jaffna_Kandy_A,A,36,57,low,37,6.221,Normal,Leaf,heavy_rain,0
Jaffna,Kandy,Jaffna_Kandy_B,B,35,38,low,55,6.426,Normal,Atto 3,heavy_rain,0
Jaffna,Kandy,Jaffna_Kandy_C,C,38,63,low,36,5.7,Normal,Model 3,sunny,1
Colombo,Anuradhapura,Colombo_Anuradhapura_A,A,53,49,high,77,9.498,Normal,Leaf,monsoon,0
Colombo,Anuradhapura,Colombo_Anuradhapura_B,B,52,38,high,98,8.928,Normal,Atto 3,cloudy,0
Colombo,Anuradhapura,Colombo_Anuradhapura_C,C,44,46,high,68,6.118,Eco,Model 3,light_rain,1
Ratnapura,Batticaloa,Ratnapura_Batticaloa_A,A,73,33,low,132,9.954,Eco,Model 3,cloudy,1
Ratnapura,Batticaloa,Ratnapura_Batticaloa_B,B,76,20,medium,239,13.308,Normal,Atto 3,light_rain,0
Ratnapura,Batticaloa,Ratnapura_Batticaloa_C,C,75,63,high,85,11.25,Normal,Model 3,sunny,0
Colombo,Galle,Colombo_Galle_A,A,50,51,low,58,9.72,Normal,ZS EV,heavy_rain,0
Colombo,Galle,Colombo_Galle_B,B,41,68,medium,37,9.594,Aggressive,ZS EV,sunny,1
Colombo,Galle,Colombo_Galle_C,C,52,38,medium,86,10.444,Aggressive,Model 3,light_rain,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_A,A,103,36,medium,180,15.574,Eco,Model 3,monsoon,1
Batticaloa,Kurunegala,Batticaloa_Kurunegala_B,B,99,44,high,162,17.82,Normal,ZS EV,sunny,0
Batticaloa,Kurunegala,Batticaloa_Kurunegala_C,C,130,42,low,185,19.89,Eco,Atto 3,sunny,0
Galle,Kandy,Galle_Kandy_A,A,37,57,high,46,6.727,Normal,ZS EV,cloudy,1
Galle,Kandy,Galle_Kandy_B,B,46,81,low,34,6.9,Normal,Model 3,sunny,0
Galle,Kandy,Galle_Kandy_C,C,47,46,high,73,7.407,Eco,Atto 3,light_rain,0
Colombo,Kandy,Colombo_Kandy_A,A,64,63,low,60,12.48,Aggressive,Model 3,sunny,1
Colombo,Kandy,Colombo_Kandy_B,B,62,40,medium,97,14.798,Aggressive,Atto 3,heavy_rain,0
Colombo,Kandy,Colombo_Kandy_C,C,80,47,low,102,13.736,Normal,Atto 3,cloudy,0
Kandy,Ratnapura,Kandy_Ratnapura_A,A,95,65,medium,92,17.024,Normal,Leaf,monsoon,0
Kandy,Ratnapura,Kandy_Ratnapura_B,B,81,69,high,84,15.422,Normal,Atto 3,monsoon,1
Kandy,Ratnapura,Kandy_Ratnapura_C,C,106,51,low,124,19.08,Normal,ZS EV,sunny,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_A,A,84,46,low,109,12.6,Normal,Model 3,sunny,1
Trincomalee,Batticaloa,Trincomalee_Batticaloa_B,B,105,48,medium,137,18.144,Normal,Leaf,heavy_rain,0
Trincomalee,Batticaloa,Trincomalee_Batticaloa_C,C,100,61,high,118,17.136,Eco,Atto 3,monsoon,0
Ratnapura,Jaffna,Ratnapura_Jaffna_A,A,33,48,low,41,5.94,Normal,ZS EV,sunny,0
Ratnapura,Jaffna,Ratnapura_Jaffna_B,B,25,51,high,35,4.5,Normal,ZS EV,sunny,1
Ratnapura,Jaffna,Ratnapura_Jaffna_C,C,31,48,low,38,5.022,Normal,Model 3,heavy_rain,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,100,50,medium,126,17.0,Normal,Atto 3,sunny,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,105,49,medium,135,17.993,Eco,Atto 3,monsoon,0
Colombo,Batticaloa,Colombo_Batticaloa_C,C,99,31,medium,201,15.998,Normal,Leaf,cloudy,1
Anuradhapura,Galle,Anuradhapura_Galle_A,A,94,62,high,109,17.428,Normal,ZS EV,light_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,83,49,medium,106,15.388,Normal,ZS EV,light_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_C,C,92,58,low,95,15.202,Eco,Atto 3,heavy_rain,1
Jaffna,Ratnapura,Jaffna_Ratnapura_A,A,78,39,low,120,11.7,Normal,Model 3,sunny,0
Jaffna,Ratnapura,Jaffna_Ratnapura_B,B,73,26,high,202,11.68,Normal,Leaf,sunny,0
Jaffna,Ratnapura,Jaffna_Ratnapura_C,C,67,55,medium,76,10.251,Eco,Atto 3,sunny,1
Galle,Ratnapura,Galle_Ratnapura_A,A,66,40,high,118,15.907,Aggressive,ZS EV,light_rain,0
Galle,Ratnapura,Galle_Ratnapura_B,B,63,52,medium,76,12.247,Normal,ZS EV,heavy_rain,0
Galle,Ratnapura,Galle_Ratnapura_C,C,69,44,high,112,11.592,Normal,Model 3,monsoon,1
Matara,Colombo,Matara_Colombo_A,A,41,51,low,48,9.333,Aggressive,Atto 3,light_rain,0
Matara,Colombo,Matara_Colombo_B,B,43,60,medium,45,6.192,Eco,Leaf,sunny,1
Matara,Colombo,Matara_Colombo_C,C,48,40,high,86,8.813,Normal,Atto 3,heavy_rain,0
Colombo,Jaffna,Colombo_Jaffna_A,A,96,41,high,168,13.09,Eco,Model 3,cloudy,1
Colombo,Jaffna,Colombo_Jaffna_B,B,105,36,medium,183,16.968,Normal,Leaf,cloudy,0
Colombo,Jaffna,Colombo_Jaffna_C,C,100,46,low,130,15.45,Normal,Model 3,light_rain,0
Anuradhapura,Galle,Anuradhapura_Galle_A,A,75,69,medium,68,11.25,Normal,Model 3,sunny,0
Anuradhapura,Galle,Anuradhapura_Galle_B,B,76,27,low,168,10.363,Eco,Model 3,cloudy,0
Anuradhapura,Galle,Anuradhapura_Galle_C,C,58,36,medium,101,9.959,Normal,Atto 3,cloudy,1
Galle,Trincomalee,Galle_Trincomalee_A,A,124,55,medium,142,22.221,Normal,Leaf,monsoon,0
Galle,Trincomalee,Galle_Trincomalee_B,B,128,58,high,158,19.2,Normal,Model 3,sunny,1
Galle,Trincomalee,Galle_Trincomalee_C,C,108,34,low,190,20.995,Normal,ZS EV,heavy_rain,0
Kandy,Kurunegala,Kandy_Kurunegala_A,A,116,57,medium,128,20.045,Normal,Leaf,heavy_rain,1
Kandy,Kurunegala,Kandy_Kurunegala_B,B,136,51,medium,168,24.97,Normal,Atto 3,heavy_rain,0
Kandy,Kurunegala,Kandy_Kurunegala_C,C,140,60,medium,147,21.0,Normal,Model 3,sunny,0
Colombo,Jaffna,Colombo_Jaffna_A,A,50,66,medium,47,9.18,Normal,Atto 3,heavy_rain,0
Colombo,Jaffna,Colombo_Jaffna_B,B,35,56,high,45,5.88,Normal,Model 3,monsoon,1
Colombo,Jaffna,Colombo_Jaffna_C,C,44,56,medium,49,6.799,Eco,Atto 3,cloudy,0
Jaffna,Kurunegala,Jaffna_Kurunegala_A,A,63,44,low,85,11.567,Normal,Atto 3,heavy_rain,1
Jaffna,Kurunegala,Jaffna_Kurunegala_B,B,68,72,high,68,13.219,Normal,ZS EV,heavy_rain,0
Jaffna,Kurunegala,Jaffna_Kurunegala_C,C,54,39,medium,87,12.636,Aggressive,ZS EV,sunny,0
Colombo,Batticaloa,Colombo_Batticaloa_A,A,119,61,low,117,23.99,Normal,ZS EV,monsoon,0
Colombo,Batticaloa,Colombo_Batticaloa_B,B,107,51,low,125,19.838,Normal,ZS EV,light_rain,1
Colombo,Batticaloa,Colombo_Batticaloa_C,C,142,38,high,269,27.037,Normal,Atto 3,monsoon,0
Trincomalee,Kandy,Trincomalee_Kandy_A,A,63,48,low,78,10.206,Normal,Model 3,heavy_rain,0
Trincomalee,Kandy,Trincomalee_Kandy_B,B,67,52,high,92,10.351,Normal,Model 3,light_rain,0
Trincomalee,Kandy,Trincomalee_Kandy_C,C,56,63,medium,56,10.035,Normal,Leaf,monsoon,1
Kurunegala,Batticaloa,Kurunegala_Batticaloa_A,A,47,39,high,86,8.629,Normal,Atto 3,heavy_rain,0
Kurunegala,Batticaloa,Kurunegala_Batticaloa_B,B,38,44,low,51,5.871,Normal,Model 3,light_rain,1
Kurunegala,Batticaloa,Kurunegala_Batticaloa_C,C,37,51,low,43,6.66,Normal,ZS EV,sunny,0
Colombo,Ratnapura,Colombo_Ratnapura_A,A,114,47,high,174,17.1,Normal,Model 3,sunny,0
Colombo,Ratnapura,Colombo_Ratnapura_B,B,94,54,high,125,16.92,Normal,ZS EV,sunny,1
Colombo,Ratnapura,Colombo_Ratnapura_C,C,127,43,medium,186,19.241,Normal,Model 3,cloudy,0
Batticaloa,Colombo,Batticaloa_Colombo_A,A,54,59,low,54,7.509,Eco,Model 3,light_rain,1
Batticaloa,Colombo,Batticaloa_Colombo_B,B,68,34,medium,126,12.607,Normal,ZS EV,light_rain,0
Batticaloa,Colombo,Batticaloa_Colombo_C,C,51,42,medium,76,9.139,Normal,Leaf,monsoon,0
Matara,Kurunegala,Matara_Kurunegala_A,A,52,29,high,129,8.986,Normal,Leaf,heavy_rain,0
Matara,Kurunegala,Matara_Kurunegala_B,B,54,31,medium,109,9.072,Normal,Model 3,monsoon,1
Matara,Kurunegala,Matara_Kurunegala_C,C,57,71,high,57,11.081,Normal,ZS EV,heavy_rain,0
Ratnapura,Trincomalee,Ratnapura_Trincomalee_A,A,64,59,high,78,10.752,Normal,Model 3,monsoon,0
Ratnapura,Trincomalee,Ratnapura_Trincomalee_B,B,45,44,medium,64,7.2,Normal,Leaf,sunny,1
Ratnapura,Trincomalee,Ratnapura_Trincomalee_C,C,48,67,high,51,10.608,Aggressive,Atto 3,sunny,0
Galle,Batticaloa,Galle_Batticaloa_A,A,116,38,low,183,17.922,Normal,Model 3,light_rain,1
Galle,Batticaloa,Galle_Batticaloa_B,B,129,45,low,172,26.006,Normal,ZS EV,monsoon,0
Galle,Batticaloa,Galle_Batticaloa_C,C,105,49,low,128,19.992,Normal,Atto 3,monsoon,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_A,A,111,44,medium,158,18.521,Eco,ZS EV,light_rain,1
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_B,B,124,44,low,169,19.158,Normal,Model 3,light_rain,0
Kurunegala,Anuradhapura,Kurunegala_Anuradhapura_C,C,115,66,medium,109,22.356,Normal,ZS EV,heavy_rain,0
Kurunegala,Batticaloa,Kurunegala_Batticaloa_A,A,52,42,low,74,7.582,Eco,Model 3,heavy_rain,1
