trip_id,vehicle_model,battery_capacity_kWh,battery_start_%,battery_start_kWh,eff_kWh_per_km,max_possible_km,predicted_remaining_km
TR007799,ZS EV,50,56.02,28.01,0.216,129.68,68.76
TR007800,Model 3,40,43.59,17.436,0.18,96.87,0.0
TR007801,ZS EV,40,66.84,26.736,0.171,156.35,0.0
TR007802,Atto 3,75,91.36,68.52,0.17,403.06,303.18
TR007803,Atto 3,40,95.36,38.144,0.17,224.38,85.72
TR007804,Model 3,60,94.51,56.706,0.15,378.04,137.39
TR007805,ZS EV,40,65.53,26.212,0.216,121.35,0.0
TR007806,ZS EV,40,85.7,34.28,0.216,158.7,0.0
TR007807,Leaf,40,90.65,36.26,0.192,188.85,132.26
TR007808,Leaf,60,95.47,57.282,0.16,358.01,152.92
TR007809,Leaf,50,72.39,36.195,0.16,226.22,176.76
TR007810,Atto 3,75,65.03,48.773,0.1615,302.0,226.33
TR007811,Atto 3,60,54.68,32.808,0.1615,203.15,144.34
TR007812,Model 3,40,97.67,39.068,0.1425,274.16,215.05
TR007813,ZS EV,60,54.19,32.514,0.18,180.63,74.86
TR007814,ZS EV,40,60.43,24.172,0.216,111.91,0.0
TR007815,Model 3,50,97.74,48.87,0.1425,342.95,0.0
TR007816,Leaf,50,90.63,45.315,0.192,236.02,0.0
TR007817,ZS EV,60,71.99,43.194,0.18,239.97,148.02
TR007818,ZS EV,50,55.87,27.935,0.171,163.36,46.8
TR007819,Atto 3,60,91.6,54.96,0.17,323.29,81.57
TR007820,ZS EV,75,48.52,36.39,0.18,202.17,0.0
TR007821,Model 3,75,94.9,71.175,0.15,474.5,267.07
TR007822,Model 3,50,85.97,42.985,0.15,286.57,0.0
TR007823,Atto 3,50,83.35,41.675,0.17,245.15,105.25
TR007824,Leaf,60,45.6,27.36,0.192,142.5,13.09
TR007825,ZS EV,60,54.26,32.556,0.18,180.87,54.73
TR007826,Leaf,40,89.15,35.66,0.152,234.61,121.5
TR007827,ZS EV,40,86.13,34.452,0.216,159.5,11.0
TR007828,Model 3,60,96.29,57.774,0.15,385.16,234.98
TR007829,Atto 3,40,68.23,27.292,0.1615,168.99,11.17
TR007830,Model 3,60,57.56,34.536,0.18,191.87,0.0
TR007831,Atto 3,75,44.75,33.562,0.204,164.52,91.74
TR007832,ZS EV,60,99.3,59.58,0.171,348.42,295.04
TR007833,ZS EV,60,83.21,49.926,0.18,277.37,216.17
TR007834,Leaf,75,83.84,62.88,0.16,393.0,71.47
TR007835,ZS EV,50,90.49,45.245,0.216,209.47,120.24
TR007836,ZS EV,40,65.65,26.26,0.18,145.89,20.49
TR007837,Leaf,60,75.78,45.468,0.192,236.81,142.81
TR007838,Model 3,60,67.22,40.332,0.15,268.88,116.48
TR007839,ZS EV,50,64.04,32.02,0.18,177.89,0.0
TR007840,ZS EV,75,87.94,65.955,0.18,366.42,242.41
TR007841,Atto 3,40,85.71,34.284,0.17,201.67,0.0
TR007842,Atto 3,40,50.52,20.208,0.17,118.87,0.0
TR007843,Model 3,40,63.94,25.576,0.15,170.51,0.0
TR007844,Atto 3,60,55.57,33.342,0.1615,206.45,17.11
TR007845,Atto 3,40,46.47,18.588,0.1615,115.1,49.26
TR007846,Leaf,40,98.38,39.352,0.16,245.95,24.54
TR007847,Model 3,50,47.15,23.575,0.15,157.17,86.7
TR007848,Atto 3,50,71.16,35.58,0.17,209.29,0.0
TR007849,Atto 3,50,82.87,41.435,0.204,203.11,137.99
TR007850,Leaf,40,84.69,33.876,0.16,211.72,118.82
TR007851,Leaf,60,93.47,56.082,0.152,368.96,27.71
TR007852,Atto 3,40,69.74,27.896,0.204,136.75,0.0
TR007853,Atto 3,40,97.98,39.192,0.17,230.54,98.38
TR007854,Model 3,40,66.71,26.684,0.15,177.89,18.11
TR007855,Model 3,75,91.95,68.963,0.15,459.75,306.05
TR007856,Atto 3,75,75.35,56.513,0.204,277.02,179.68
TR007857,Leaf,75,84.16,63.12,0.152,415.26,250.8
TR007858,Atto 3,75,76.88,57.66,0.204,282.65,186.1
TR007859,ZS EV,60,92.43,55.458,0.18,308.1,241.49
TR007860,Leaf,60,45.69,27.414,0.152,180.36,29.59
TR007861,Model 3,60,93.1,55.86,0.15,372.4,301.03
TR007862,Model 3,75,88.95,66.713,0.15,444.75,358.62
TR007863,Model 3,50,85.95,42.975,0.1425,301.58,115.56
TR007864,Atto 3,40,53.07,21.228,0.17,124.87,0.0
TR007865,ZS EV,50,92.15,46.075,0.171,269.44,170.23
TR007866,ZS EV,75,93.28,69.96,0.171,409.12,312.88
TR007867,Atto 3,50,99.78,49.89,0.204,244.56,0.0
TR007868,ZS EV,50,77.57,38.785,0.171,226.81,128.53
TR007869,Atto 3,75,97.81,73.358,0.17,431.51,378.73
TR007870,Model 3,40,61.86,24.744,0.18,137.47,0.0
TR007871,Leaf,40,41.15,16.46,0.152,108.29,0.0
TR007872,Model 3,60,82.15,49.29,0.18,273.83,62.08
TR007873,Model 3,40,43.99,17.596,0.15,117.31,93.85
TR007874,Leaf,40,95.96,38.384,0.16,239.9,168.89
TR007875,Leaf,40,73.76,29.504,0.16,184.4,7.84
TR007876,Atto 3,40,86.76,34.704,0.204,170.12,80.41
TR007877,Model 3,50,79.22,39.61,0.15,264.07,0.0
TR007878,Atto 3,40,94.07,37.628,0.17,221.34,157.1
TR007879,Atto 3,50,97.35,48.675,0.204,238.6,0.0
TR007880,Model 3,50,40.66,20.33,0.15,135.53,60.99
TR007881,ZS EV,40,72.83,29.132,0.18,161.84,110.29
TR007882,Leaf,40,74.85,29.94,0.16,187.12,0.0
TR007883,Model 3,75,44.38,33.285,0.15,221.9,113.29
TR007884,ZS EV,40,97.24,38.896,0.18,216.09,0.0
TR007885,ZS EV,40,88.28,35.312,0.216,163.48,0.0
TR007886,Atto 3,50,41.92,20.96,0.17,123.29,78.06
TR007887,ZS EV,40,44.85,17.94,0.18,99.67,0.0
TR007888,Model 3,50,86.52,43.26,0.15,288.4,38.69
TR007889,ZS EV,60,98.89,59.334,0.18,329.63,249.6
TR007890,Leaf,60,66.72,40.032,0.192,208.5,52.1
TR007891,Atto 3,50,71.91,35.955,0.1615,222.63,69.65
TR007892,Leaf,40,78.95,31.58,0.192,164.48,0.0
TR007893,ZS EV,60,80.82,48.492,0.18,269.4,173.31
TR007894,Leaf,40,50.56,20.224,0.152,133.05,89.37
TR007895,Atto 3,60,87.35,52.41,0.1615,324.52,275.78
TR007896,ZS EV,40,81.62,32.648,0.18,181.38,0.0
TR007897,Model 3,60,83.73,50.238,0.18,279.1,235.58
TR007898,Atto 3,75,77.55,58.163,0.17,342.13,145.57
TR007899,ZS EV,75,68.91,51.682,0.18,287.12,11.9
TR007900,Model 3,60,90.29,54.174,0.18,300.97,217.05
TR007901,Model 3,75,43.61,32.708,0.15,218.05,0.0
TR007902,Leaf,60,53.99,32.394,0.16,202.46,116.83
TR007903,Atto 3,60,93.03,55.818,0.1615,345.62,204.58
TR007904,ZS EV,50,52.64,26.32,0.171,153.92,49.89
TR007905,Model 3,40,73.52,29.408,0.15,196.05,58.63
TR007906,Atto 3,75,78.26,58.695,0.17,345.26,231.32
TR007907,Atto 3,40,98.34,39.336,0.204,192.82,30.39
TR007908,ZS EV,60,74.33,44.598,0.171,260.81,0.0
TR007909,Leaf,40,64.79,25.916,0.192,134.98,0.0
TR007910,ZS EV,75,80.02,60.015,0.216,277.85,198.26
TR007911,ZS EV,75,80.06,60.045,0.18,333.58,0.0
TR007912,Leaf,75,61.47,46.102,0.16,288.14,167.49
TR007913,Atto 3,40,69.57,27.828,0.17,163.69,92.0
TR007914,Leaf,40,42.31,16.924,0.192,88.15,0.0
TR007915,Atto 3,75,72.17,54.127,0.1615,335.15,29.32
TR007916,Model 3,75,98.69,74.017,0.1425,519.42,442.32
TR007917,Leaf,50,55.76,27.88,0.16,174.25,0.0
TR007918,ZS EV,75,44.35,33.263,0.171,194.52,0.0
TR007919,Model 3,75,60.8,45.6,0.15,304.0,151.83
TR007920,ZS EV,40,89.44,35.776,0.18,198.76,0.0
TR007921,Leaf,75,74.35,55.763,0.192,290.43,0.0
TR007922,ZS EV,50,90.79,45.395,0.171,265.47,57.37
TR007923,Atto 3,50,91.3,45.65,0.1615,282.66,203.6
TR007924,Leaf,60,72.43,43.458,0.16,271.61,158.04
TR007925,ZS EV,50,74.61,37.305,0.18,207.25,87.41
TR007926,Model 3,50,55.72,27.86,0.15,185.73,79.34
TR007927,Leaf,60,52.14,31.284,0.152,205.82,148.4
TR007928,Leaf,40,71.14,28.456,0.192,148.21,0.0
TR007929,ZS EV,60,97.71,58.626,0.18,325.7,0.0
TR007930,Leaf,40,53.18,21.272,0.152,139.95,0.0
TR007931,Model 3,50,85.9,42.95,0.15,286.33,161.73
TR007932,ZS EV,75,50.31,37.733,0.216,174.69,0.0
TR007933,Leaf,40,95.17,38.068,0.192,198.27,108.49
TR007934,ZS EV,60,49.16,29.496,0.216,136.56,0.0
TR007935,Leaf,60,85.56,51.336,0.152,337.74,156.31
TR007936,ZS EV,60,78.47,47.082,0.18,261.57,29.57
TR007937,ZS EV,60,77.01,46.206,0.18,256.7,0.0
TR007938,Leaf,50,45.82,22.91,0.16,143.19,0.0
TR007939,ZS EV,60,46.36,27.816,0.216,128.78,56.56
TR007940,Atto 3,40,48.3,19.32,0.17,113.65,46.8
TR007941,Atto 3,50,59.41,29.705,0.204,145.61,0.0
TR007942,Model 3,60,41.26,24.756,0.15,165.04,78.81
TR007943,ZS EV,60,63.25,37.95,0.171,221.93,0.0
TR007944,Atto 3,75,83.56,62.67,0.17,368.65,226.95
TR007945,Leaf,50,83.86,41.93,0.16,262.06,0.0
TR007946,Model 3,50,56.22,28.11,0.15,187.4,72.77
TR007947,Model 3,75,40.21,30.157,0.15,201.05,102.72
TR007948,ZS EV,60,50.8,30.48,0.18,169.33,0.0
TR007949,Leaf,50,43.67,21.835,0.152,143.65,0.0
TR007950,Atto 3,75,90.46,67.845,0.17,399.09,193.69
TR007951,Model 3,60,47.09,28.254,0.15,188.36,0.0
TR007952,Model 3,60,55.52,33.312,0.1425,233.77,8.07
TR007953,ZS EV,40,48.11,19.244,0.18,106.91,0.0
TR007954,ZS EV,50,91.54,45.77,0.18,254.28,0.0
TR007955,Leaf,60,65.59,39.354,0.16,245.96,0.0
TR007956,Atto 3,60,40.73,24.438,0.204,119.79,78.69
TR007957,Model 3,75,88.77,66.578,0.15,443.85,382.58
TR007958,Model 3,75,52.92,39.69,0.18,220.5,151.89
TR007959,Leaf,60,47.22,28.332,0.16,177.07,0.0
TR007960,Model 3,40,40.96,16.384,0.15,109.23,34.51
TR007961,ZS EV,75,83.1,62.325,0.18,346.25,269.63
TR007962,Leaf,75,56.55,42.413,0.152,279.03,0.0
TR007963,Model 3,75,45.22,33.915,0.15,226.1,164.41
TR007964,Model 3,50,73.24,36.62,0.15,244.13,0.0
TR007965,ZS EV,50,92.8,46.4,0.18,257.78,90.31
TR007966,Atto 3,75,85.81,64.358,0.17,378.57,157.64
TR007967,Leaf,40,43.22,17.288,0.192,90.04,0.0
TR007968,ZS EV,60,59.09,35.454,0.216,164.14,54.06
TR007969,Atto 3,75,43.15,32.362,0.17,190.37,20.41
TR007970,Atto 3,40,91.33,36.532,0.204,179.08,0.0
TR007971,Model 3,40,54.22,21.688,0.1425,152.2,0.0
TR007972,Leaf,75,99.45,74.588,0.152,490.71,40.59
TR007973,ZS EV,50,80.96,40.48,0.18,224.89,0.0
TR007974,Atto 3,75,53.91,40.432,0.17,237.84,73.36
TR007975,ZS EV,50,98.24,49.12,0.18,272.89,219.42
TR007976,Atto 3,40,86.37,34.548,0.1615,213.92,54.68
TR007977,ZS EV,60,80.8,48.48,0.216,224.44,3.39
TR007978,Atto 3,40,41.32,16.528,0.17,97.22,39.58
TR007979,ZS EV,75,84.39,63.292,0.171,370.13,0.0
TR007980,Atto 3,75,52.2,39.15,0.17,230.29,87.56
TR007981,Model 3,60,66.68,40.008,0.18,222.27,89.63
TR007982,ZS EV,60,54.18,32.508,0.216,150.5,0.0
TR007983,Leaf,40,62.45,24.98,0.192,130.1,24.76
TR007984,ZS EV,75,51.7,38.775,0.18,215.42,173.26
TR007985,Leaf,60,73.15,43.89,0.16,274.31,89.91
TR007986,Leaf,75,86.01,64.507,0.152,424.39,362.47
TR007987,Leaf,60,66.8,40.08,0.152,263.68,178.58
TR007988,Model 3,60,83.55,50.13,0.15,334.2,304.47
TR007989,Atto 3,75,50.73,38.047,0.1615,235.59,0.0
TR007990,ZS EV,40,56.1,22.44,0.18,124.67,0.0
TR007991,ZS EV,60,65.85,39.51,0.18,219.5,0.0
TR007992,Model 3,60,83.16,49.896,0.15,332.64,177.32
TR007993,Model 3,50,62.19,31.095,0.15,207.3,79.6
TR007994,Leaf,50,62.51,31.255,0.192,162.79,28.62
TR007995,Leaf,60,84.11,50.466,0.16,315.41,210.87
TR007996,Model 3,40,75.32,30.128,0.15,200.85,0.0
TR007997,ZS EV,40,80.7,32.28,0.216,149.44,51.79
TR007998,Model 3,75,95.3,71.475,0.15,476.5,325.32
TR007999,Atto 3,60,56.33,33.798,0.17,198.81,111.79
TR008000,ZS EV,50,93.11,46.555,0.18,258.64,134.15
TR008001,ZS EV,75,79.96,59.97,0.216,277.64,190.47
TR008002,Model 3,75,57.85,43.388,0.1425,304.47,238.19
TR008003,Leaf,50,92.85,46.425,0.16,290.16,15.31
TR008004,Model 3,75,84.39,63.292,0.15,421.95,364.18
TR008005,Leaf,40,40.86,16.344,0.16,102.15,0.0
TR008006,Leaf,60,71.37,42.822,0.152,281.72,121.39
TR008007,Leaf,40,44.51,17.804,0.152,117.13,0.0
TR008008,Model 3,50,59.0,29.5,0.15,196.67,134.76
TR008009,Atto 3,60,46.69,28.014,0.1615,173.46,0.0
TR008010,Leaf,75,53.66,40.245,0.16,251.53,191.61
TR008011,Model 3,75,58.67,44.002,0.18,244.46,94.24
TR008012,Leaf,60,90.26,54.156,0.192,282.06,109.93
TR008013,Model 3,75,75.29,56.468,0.18,313.71,0.0
TR008014,Model 3,75,50.24,37.68,0.15,251.2,114.0
TR008015,Atto 3,75,66.94,50.205,0.17,295.32,183.39
TR008016,Leaf,75,74.04,55.53,0.16,347.06,249.33
TR008017,Atto 3,60,73.47,44.082,0.17,259.31,46.86
TR008018,Atto 3,40,65.13,26.052,0.204,127.71,0.0
TR008019,Atto 3,40,85.0,34.0,0.204,166.67,0.0
TR008020,Leaf,50,42.26,21.13,0.16,132.06,0.0
TR008021,Leaf,50,70.22,35.11,0.16,219.44,184.21
TR008022,Atto 3,75,79.83,59.873,0.204,293.49,134.78
TR008023,ZS EV,50,86.87,43.435,0.18,241.31,178.7
TR008024,Model 3,40,84.97,33.988,0.1425,238.51,0.0
TR008025,Leaf,75,73.9,55.425,0.16,346.41,129.47
TR008026,Atto 3,75,85.99,64.493,0.204,316.14,21.28
TR008027,Model 3,75,82.09,61.568,0.15,410.45,285.36
TR008028,Model 3,60,60.05,36.03,0.15,240.2,144.39
TR008029,Leaf,75,72.13,54.097,0.152,355.9,233.29
TR008030,ZS EV,40,64.52,25.808,0.18,143.38,106.48
TR008031,Atto 3,50,65.18,32.59,0.1615,201.8,122.74
TR008032,Leaf,60,99.34,59.604,0.152,392.13,285.61
TR008033,Atto 3,40,50.98,20.392,0.204,99.96,26.96
TR008034,Leaf,60,61.78,37.068,0.192,193.06,26.1
TR008035,Atto 3,75,64.97,48.727,0.17,286.63,203.26
TR008036,Leaf,75,86.84,65.13,0.16,407.06,189.89
TR008037,ZS EV,75,49.9,37.425,0.18,207.92,0.0
TR008038,Atto 3,75,75.69,56.767,0.17,333.93,176.18
TR008039,Atto 3,40,93.19,37.276,0.204,182.73,0.0
TR008040,Atto 3,40,64.65,25.86,0.17,152.12,91.49
TR008041,Model 3,50,67.82,33.91,0.1425,237.96,6.26
TR008042,Atto 3,50,75.15,37.575,0.17,221.03,11.43
TR008043,Atto 3,75,62.63,46.972,0.17,276.31,0.0
TR008044,Atto 3,40,82.98,33.192,0.17,195.25,127.21
TR008045,Model 3,60,87.67,52.602,0.15,350.68,245.35
TR008046,Leaf,60,47.95,28.77,0.152,189.28,142.7
TR008047,Leaf,60,66.13,39.678,0.16,247.99,106.97
TR008048,Atto 3,60,80.27,48.162,0.1615,298.22,201.23
TR008049,Leaf,75,79.46,59.595,0.152,392.07,122.78
TR008050,Atto 3,40,46.14,18.456,0.17,108.56,0.0
TR008051,Model 3,75,92.73,69.547,0.18,386.38,308.65
TR008052,Model 3,50,63.16,31.58,0.1425,221.61,162.11
TR008053,Leaf,50,80.77,40.385,0.16,252.41,132.74
TR008054,Leaf,75,81.5,61.125,0.16,382.03,288.32
TR008055,Model 3,60,70.62,42.372,0.18,235.4,152.56
TR008056,Model 3,50,45.78,22.89,0.15,152.6,113.41
TR008057,Model 3,75,71.19,53.392,0.15,355.95,287.88
TR008058,Model 3,60,79.92,47.952,0.15,319.68,249.0
TR008059,ZS EV,60,91.29,54.774,0.216,253.58,204.27
TR008060,ZS EV,60,74.08,44.448,0.18,246.93,77.22
TR008061,Atto 3,50,90.32,45.16,0.17,265.65,137.84
TR008062,Leaf,75,40.16,30.12,0.152,198.16,62.99
TR008063,Atto 3,75,62.38,46.785,0.1615,289.69,179.95
TR008064,ZS EV,75,80.32,60.24,0.18,334.67,0.0
TR008065,ZS EV,60,58.42,35.052,0.18,194.73,69.85
TR008066,Model 3,60,49.82,29.892,0.15,199.28,110.78
TR008067,Leaf,50,89.74,44.87,0.16,280.44,143.72
TR008068,ZS EV,40,72.22,28.888,0.18,160.49,68.44
TR008069,ZS EV,40,90.65,36.26,0.171,212.05,84.14
TR008070,Leaf,40,62.51,25.004,0.152,164.5,107.3
TR008071,Model 3,75,88.93,66.698,0.15,444.65,298.81
TR008072,Model 3,40,96.23,38.492,0.15,256.61,205.06
TR008073,Model 3,40,47.66,19.064,0.15,127.09,0.0
TR008074,Leaf,40,95.59,38.236,0.16,238.98,195.98
TR008075,Leaf,60,55.75,33.45,0.152,220.07,0.0
TR008076,ZS EV,40,65.94,26.376,0.18,146.53,0.0
TR008077,Model 3,40,75.48,30.192,0.1425,211.87,0.0
TR008078,Leaf,75,97.65,73.237,0.16,457.73,413.98
TR008079,ZS EV,60,56.87,34.122,0.18,189.57,0.0
TR008080,Model 3,40,86.63,34.652,0.1425,243.17,0.0
TR008081,Leaf,75,73.77,55.328,0.192,288.16,0.0
TR008082,ZS EV,50,93.27,46.635,0.216,215.9,0.0
TR008083,Leaf,75,70.65,52.987,0.16,331.17,242.05
TR008084,Atto 3,40,83.24,33.296,0.204,163.22,0.0
TR008085,Leaf,75,61.56,46.17,0.192,240.47,151.31
TR008086,ZS EV,50,45.68,22.84,0.18,126.89,0.0
TR008087,Model 3,50,42.09,21.045,0.1425,147.68,0.0
TR008088,Model 3,60,42.23,25.338,0.15,168.92,0.0
TR008089,Atto 3,60,90.66,54.396,0.17,319.98,224.7
TR008090,ZS EV,75,90.91,68.183,0.216,315.66,236.83
TR008091,ZS EV,40,85.09,34.036,0.171,199.04,89.72
TR008092,Leaf,50,87.84,43.92,0.152,288.95,197.55
TR008093,ZS EV,50,89.3,44.65,0.18,248.06,169.82
TR008094,Leaf,40,49.04,19.616,0.16,122.6,21.94
TR008095,ZS EV,60,43.16,25.896,0.18,143.87,15.27
TR008096,Atto 3,60,51.44,30.864,0.17,181.55,132.75
TR008097,Atto 3,40,50.54,20.216,0.1615,125.18,0.0
TR008098,Model 3,40,50.41,20.164,0.15,134.43,0.0
TR008099,Atto 3,75,80.09,60.068,0.17,353.34,263.63
TR008100,Atto 3,40,65.82,26.328,0.17,154.87,0.0
TR008101,ZS EV,60,60.0,36.0,0.216,166.67,11.46
TR008102,ZS EV,40,88.12,35.248,0.171,206.13,124.92
TR008103,Atto 3,60,90.67,54.402,0.17,320.01,189.88
TR008104,ZS EV,75,64.01,48.008,0.216,222.26,148.18
TR008105,Atto 3,50,99.24,49.62,0.204,243.24,100.12
TR008106,Atto 3,50,74.48,37.24,0.1615,230.59,0.0
TR008107,Model 3,75,74.62,55.965,0.1425,392.74,16.23
TR008108,Atto 3,75,96.48,72.36,0.17,425.65,345.99
TR008109,Model 3,50,65.36,32.68,0.15,217.87,0.0
TR008110,Atto 3,60,86.5,51.9,0.17,305.29,199.86
TR008111,Model 3,75,91.18,68.385,0.18,379.92,321.13
TR008112,ZS EV,60,80.43,48.258,0.216,223.42,95.6
TR008113,Model 3,50,60.38,30.19,0.1425,211.86,61.08
TR008114,Atto 3,60,91.73,55.038,0.17,323.75,0.0
TR008115,Model 3,75,48.73,36.547,0.18,203.04,0.0
TR008116,Leaf,75,73.5,55.125,0.16,344.53,110.48
TR008117,Model 3,40,61.98,24.792,0.1425,173.98,10.02
TR008118,ZS EV,50,72.28,36.14,0.171,211.35,0.0
TR008119,Atto 3,50,66.83,33.415,0.17,196.56,29.94
TR008120,Model 3,75,96.09,72.067,0.18,400.38,165.04
TR008121,ZS EV,50,87.83,43.915,0.216,203.31,0.0
TR008122,Model 3,75,78.35,58.763,0.15,391.75,73.48
TR008123,Model 3,75,93.84,70.38,0.15,469.2,374.87
TR008124,Atto 3,60,96.12,57.672,0.204,282.71,204.46
TR008125,Model 3,75,70.54,52.905,0.15,352.7,126.07
TR008126,ZS EV,60,69.5,41.7,0.216,193.06,37.84
TR008127,Leaf,40,58.33,23.332,0.192,121.52,0.0
TR008128,Leaf,60,79.71,47.826,0.16,298.91,87.78
TR008129,Leaf,75,80.72,60.54,0.16,378.38,138.82
TR008130,ZS EV,40,53.55,21.42,0.216,99.17,0.0
TR008131,ZS EV,40,83.07,33.228,0.171,194.32,0.0
TR008132,ZS EV,75,61.44,46.08,0.171,269.47,0.0
TR008133,ZS EV,40,76.15,30.46,0.18,169.22,42.97
TR008134,Leaf,60,59.27,35.562,0.16,222.26,0.0
TR008135,Model 3,60,93.92,56.352,0.15,375.68,327.47
TR008136,Leaf,75,63.37,47.528,0.192,247.54,102.42
TR008137,ZS EV,40,57.58,23.032,0.18,127.96,22.6
TR008138,Leaf,50,76.39,38.195,0.192,198.93,58.15
TR008139,Leaf,60,41.82,25.092,0.16,156.82,2.91
TR008140,Model 3,40,83.76,33.504,0.15,223.36,0.0
TR008141,Atto 3,50,48.55,24.275,0.17,142.79,0.0
TR008142,ZS EV,60,87.81,52.686,0.18,292.7,35.38
TR008143,Leaf,40,78.77,31.508,0.192,164.1,97.42
TR008144,Model 3,60,81.42,48.852,0.15,325.68,17.38
TR008145,Atto 3,75,40.06,30.045,0.1615,186.04,10.11
TR008146,Model 3,75,81.45,61.087,0.15,407.25,360.57
TR008147,ZS EV,60,89.22,53.532,0.171,313.05,149.93
TR008148,ZS EV,40,72.93,29.172,0.18,162.07,52.64
TR008149,ZS EV,40,48.89,19.556,0.216,90.54,0.0
TR008150,Atto 3,75,49.88,37.41,0.204,183.38,51.8
TR008151,Atto 3,75,91.23,68.422,0.17,402.49,91.25
TR008152,ZS EV,75,86.67,65.002,0.18,361.12,223.09
TR008153,ZS EV,50,78.3,39.15,0.18,217.5,0.0
TR008154,Atto 3,40,42.25,16.9,0.17,99.41,30.0
TR008155,Leaf,40,60.6,24.24,0.152,159.47,0.0
TR008156,Model 3,60,60.76,36.456,0.1425,255.83,60.7
TR008157,ZS EV,40,88.86,35.544,0.18,197.47,0.0
TR008158,Leaf,60,78.08,46.848,0.192,244.0,0.0
TR008159,Leaf,75,77.4,58.05,0.192,302.34,160.2
TR008160,Leaf,40,93.56,37.424,0.16,233.9,14.02
TR008161,Atto 3,60,61.1,36.66,0.17,215.65,195.29
TR008162,Model 3,50,96.49,48.245,0.15,321.63,191.55
TR008163,Atto 3,50,43.86,21.93,0.17,129.0,0.0
TR008164,Leaf,40,73.13,29.252,0.16,182.82,0.0
TR008165,Atto 3,40,59.94,23.976,0.17,141.04,0.0
TR008166,Atto 3,60,68.51,41.106,0.1615,254.53,8.43
TR008167,Atto 3,40,84.71,33.884,0.17,199.32,123.74
TR008168,Model 3,75,85.66,64.245,0.15,428.3,26.59
TR008169,Model 3,40,46.06,18.424,0.15,122.83,0.0
TR008170,ZS EV,60,53.35,32.01,0.216,148.19,0.0
TR008171,Atto 3,60,47.78,28.668,0.17,168.64,0.0
TR008172,Atto 3,75,65.26,48.945,0.204,239.93,0.0
TR008173,Atto 3,60,99.92,59.952,0.204,293.88,181.89
TR008174,Leaf,75,98.46,73.845,0.16,461.53,142.42
TR008175,Leaf,50,67.47,33.735,0.192,175.7,0.0
TR008176,Leaf,50,54.05,27.025,0.16,168.91,102.2
TR008177,Leaf,60,46.29,27.774,0.16,173.59,15.09
TR008178,Atto 3,50,81.36,40.68,0.204,199.41,150.74
TR008179,Model 3,40,74.88,29.952,0.18,166.4,0.0
TR008180,ZS EV,40,67.18,26.872,0.216,124.41,0.0
TR008181,Leaf,40,51.94,20.776,0.152,136.68,0.0
TR008182,Atto 3,40,74.34,29.736,0.1615,184.12,0.0
TR008183,Leaf,40,42.41,16.964,0.16,106.02,0.0
TR008184,Model 3,40,92.68,37.072,0.15,247.15,0.33
TR008185,Leaf,50,52.41,26.205,0.16,163.78,0.0
TR008186,Model 3,40,87.86,35.144,0.18,195.24,0.0
TR008187,Atto 3,75,43.58,32.685,0.1615,202.38,136.28
TR008188,ZS EV,50,65.45,32.725,0.18,181.81,0.0
TR008189,Model 3,60,50.66,30.396,0.15,202.64,80.18
TR008190,Model 3,75,91.96,68.97,0.18,383.17,275.13
TR008191,ZS EV,40,42.81,17.124,0.18,95.13,0.0
TR008192,Atto 3,60,45.75,27.45,0.204,134.56,85.72
TR008193,Atto 3,60,87.15,52.29,0.204,256.32,0.0
TR008194,Leaf,75,55.9,41.925,0.152,275.82,0.0
TR008195,Atto 3,50,57.76,28.88,0.17,169.88,109.45
TR008196,Atto 3,40,86.23,34.492,0.17,202.89,101.02
TR008197,Leaf,40,93.72,37.488,0.192,195.25,0.0
TR008198,Atto 3,40,85.2,34.08,0.17,200.47,35.43
TR008199,Model 3,50,82.13,41.065,0.18,228.14,0.0
TR008200,ZS EV,75,74.74,56.055,0.216,259.51,113.12
TR008201,Leaf,50,57.28,28.64,0.16,179.0,0.0
TR008202,Model 3,60,98.41,59.046,0.15,393.64,278.23
TR008203,Atto 3,50,85.25,42.625,0.204,208.95,0.0
TR008204,Model 3,60,66.1,39.66,0.18,220.33,164.9
TR008205,ZS EV,60,46.98,28.188,0.171,164.84,26.65
TR008206,Leaf,60,80.12,48.072,0.16,300.45,133.78
TR008207,ZS EV,75,44.78,33.585,0.18,186.58,122.66
TR008208,Model 3,50,78.5,39.25,0.15,261.67,121.8
TR008209,ZS EV,40,56.65,22.66,0.18,125.89,0.0
TR008210,Model 3,40,98.04,39.216,0.1425,275.2,190.25
TR008211,ZS EV,60,71.35,42.81,0.18,237.83,54.27
TR008212,Model 3,50,90.4,45.2,0.15,301.33,216.21
TR008213,Atto 3,50,81.6,40.8,0.1615,252.63,27.92
TR008214,Leaf,40,40.07,16.028,0.192,83.48,0.0
TR008215,Atto 3,60,75.74,45.444,0.1615,281.39,113.88
TR008216,Atto 3,60,98.59,59.154,0.204,289.97,0.0
TR008217,Model 3,40,95.17,38.068,0.15,253.79,21.79
TR008218,Model 3,60,91.6,54.96,0.15,366.4,64.98
TR008219,ZS EV,40,92.09,36.836,0.18,204.64,15.93
TR008220,Leaf,75,69.2,51.9,0.16,324.38,158.64
TR008221,Model 3,40,78.23,31.292,0.15,208.61,0.0
TR008222,Leaf,75,98.86,74.145,0.16,463.41,376.79
TR008223,Leaf,40,73.2,29.28,0.152,192.63,33.29
TR008224,Model 3,60,89.28,53.568,0.15,357.12,188.6
TR008225,Model 3,60,92.9,55.74,0.18,309.67,0.0
