trip_id,driver_id,vehicle_make,vehicle_model,origin,destination,distance_km,elevation_gain_m,trip_date,avg_speed,max_speed,acceleration_mean,acceleration_std,braking_intensity,trip_duration_min,road_type,weather,time_of_day,driving_style
TR008184,DRV0346,Tesla,Model 3,Colombo,Anuradhapura,257,181,2024-12-16 19:18:26,60.95,70.25,0.644,0.056,0.231,261,highway,sunny,night,Normal
TR008185,DRV0314,Nissan,Leaf,Anuradhapura,Galle,183,97,2024-11-23 19:18:26,23.96,33.88,0.873,0.571,0.218,368,highway,sunny,afternoon,Normal
TR008186,DRV0353,Tesla,Model 3,Anuradhapura,Galle,192,128,2025-10-23 19:18:26,32.76,33.62,1.061,0.537,0.946,394,highway,sunny,morning,Aggressive
TR008187,DRV0376,BYD,Atto 3,Trincomalee,Jaffna,70,35,2025-07-27 19:18:26,41.85,54.86,0.298,0.205,0.144,87,rural,sunny,morning,Eco
TR008188,DRV0113,MG,ZS EV,Galle,Jaffna,247,96,2025-06-16 19:18:26,43.87,58.4,1.363,0.428,0.54,345,coastal,heavy_rain,night,Normal
TR008189,DRV0081,Tesla,Model 3,Kurunegala,Colombo,125,138,2025-02-23 19:18:26,60.05,71.81,1.244,0.752,0.107,121,highway,sunny,afternoon,Normal
TR008190,DRV0266,Tesla,Model 3,Jaffna,Anuradhapura,99,88,2024-12-14 19:18:26,36.79,51.08,0.337,1.17,0.702,193,rural,sunny,evening,Aggressive
TR008191,DRV0033,MG,ZS EV,Kurunegala,Batticaloa,162,70,2025-06-16 19:18:26,47.2,60.56,0.396,0.332,0.488,214,coastal,heavy_rain,evening,Normal
TR008192,DRV0257,BYD,Atto 3,Anuradhapura,Trincomalee,45,32,2024-11-23 19:18:26,46.36,58.99,1.823,1.571,0.68,61,coastal,cloudy,night,Aggressive
TR008193,DRV0201,BYD,Atto 3,Ratnapura,Galle,513,228,2025-02-10 19:18:26,50.46,57.03,1.415,1.46,0.393,634,highway,cloudy,evening,Aggressive
TR008194,DRV0130,Nissan,Leaf,Batticaloa,Colombo,395,244,2025-07-04 19:18:26,46.56,56.28,0.191,0.451,0.177,568,rural,monsoon,evening,Eco
TR008195,DRV0280,BYD,Atto 3,Trincomalee,Anuradhapura,50,39,2025-08-05 19:18:26,44.52,50.91,0.689,0.495,0.619,64,city,monsoon,evening,Normal
TR008196,DRV0320,BYD,Atto 3,Kurunegala,Kandy,98,136,2025-03-28 19:18:26,43.17,62.79,0.796,0.247,0.174,125,highway,heavy_rain,afternoon,Normal
TR008197,DRV0383,Nissan,Leaf,Batticaloa,Kurunegala,207,45,2024-12-26 19:18:26,51.43,68.6,2.286,1.278,0.964,265,city,light_rain,night,Aggressive
TR008198,DRV0338,BYD,Atto 3,Kurunegala,Jaffna,164,60,2025-09-09 19:18:26,37.64,70.35,0.638,0.88,0.197,250,coastal,sunny,evening,Normal
TR008199,DRV0248,Tesla,Model 3,Anuradhapura,Kandy,202,190,2025-10-21 19:18:26,55.99,68.25,2.483,1.167,0.959,224,rural,light_rain,afternoon,Aggressive
TR008200,DRV0059,MG,ZS EV,Anuradhapura,Matara,127,63,2025-09-24 19:18:26,47.77,58.32,0.471,1.179,0.758,169,city,sunny,night,Aggressive
TR008201,DRV0031,Nissan,Leaf,Batticaloa,Matara,243,202,2025-08-19 19:18:26,43.34,48.41,0.295,0.357,0.496,393,highway,sunny,afternoon,Normal
TR008202,DRV0164,Tesla,Model 3,Kandy,Anuradhapura,114,198,2025-09-02 19:18:26,55.48,65.3,0.628,0.743,0.471,126,rural,sunny,night,Normal
TR008203,DRV0144,BYD,Atto 3,Ratnapura,Kurunegala,314,102,2024-12-18 19:18:26,54.7,56.35,1.392,0.879,0.906,342,highway,sunny,afternoon,Aggressive
TR008204,DRV0315,Tesla,Model 3,Jaffna,Batticaloa,48,22,2025-03-09 19:18:26,43.08,55.53,2.465,0.964,1.769,71,coastal,sunny,night,Aggressive
TR008205,DRV0191,MG,ZS EV,Matara,Jaffna,146,91,2024-12-28 19:18:26,27.87,35.4,0.193,0.226,0.197,304,coastal,sunny,evening,Eco
TR008206,DRV0096,Nissan,Leaf,Trincomalee,Kandy,163,130,2025-05-12 19:18:26,47.45,56.98,0.625,0.115,0.168,195,city,sunny,afternoon,Normal
TR008207,DRV0201,MG,ZS EV,Matara,Kurunegala,69,16,2025-05-04 19:18:26,52.01,62.3,0.331,0.546,0.532,84,highway,sunny,afternoon,Normal
TR008208,DRV0088,Tesla,Model 3,Jaffna,Kandy,133,174,2024-11-24 19:18:26,64.56,85.23,1.338,0.672,0.306,122,city,sunny,evening,Normal
TR008209,DRV0012,MG,ZS EV,Batticaloa,Kurunegala,151,89,2024-12-23 19:18:26,30.12,42.94,0.669,0.242,0.312,275,city,sunny,night,Normal
TR008210,DRV0046,Tesla,Model 3,Jaffna,Batticaloa,79,43,2025-03-10 19:18:26,39.2,58.73,0.21,0.235,0.189,113,city,heavy_rain,night,Eco
TR008211,DRV0247,MG,ZS EV,Ratnapura,Matara,180,342,2025-06-13 19:18:26,52.55,56.39,0.397,0.641,0.511,197,highway,heavy_rain,night,Normal
TR008212,DRV0394,Tesla,Model 3,Anuradhapura,Trincomalee,81,39,2025-04-17 19:18:26,51.9,63.15,1.102,0.186,0.34,91,coastal,cloudy,evening,Normal
TR008213,DRV0044,BYD,Atto 3,Anuradhapura,Colombo,249,75,2025-06-07 19:18:26,66.65,67.79,0.479,0.236,0.288,235,highway,cloudy,afternoon,Eco
TR008214,DRV0395,Nissan,Leaf,Batticaloa,Trincomalee,131,88,2025-08-01 19:18:26,49.29,57.56,1.714,1.031,1.048,161,highway,cloudy,night,Aggressive
TR008215,DRV0342,BYD,Atto 3,Anuradhapura,Ratnapura,186,103,2025-05-12 19:18:26,57.02,74.15,0.43,0.157,0.02,208,highway,cloudy,night,Eco
TR008216,DRV0177,BYD,Atto 3,Batticaloa,Galle,354,336,2025-06-24 19:18:26,40.14,40.6,1.786,1.193,0.641,522,rural,monsoon,morning,Aggressive
TR008217,DRV0095,Tesla,Model 3,Jaffna,Kandy,229,210,2025-04-29 19:18:26,59.81,63.06,1.132,0.602,0.873,211,coastal,cloudy,night,Normal
TR008218,DRV0327,Tesla,Model 3,Anuradhapura,Ratnapura,305,153,2025-07-03 19:18:26,53.01,66.06,0.943,0.389,0.585,359,highway,cloudy,morning,Normal
TR008219,DRV0272,MG,ZS EV,Kandy,Trincomalee,181,127,2025-03-15 19:18:26,48.58,59.3,0.641,0.535,0.542,213,coastal,light_rain,evening,Normal
TR008220,DRV0144,Nissan,Leaf,Anuradhapura,Colombo,164,108,2025-03-15 19:18:26,54.65,67.32,0.72,0.89,0.525,186,highway,light_rain,afternoon,Normal
TR008221,DRV0177,Tesla,Model 3,Batticaloa,Colombo,375,104,2024-12-10 19:18:26,53.96,74.13,0.95,0.74,0.311,415,coastal,light_rain,afternoon,Normal
TR008222,DRV0268,Nissan,Leaf,Anuradhapura,Matara,87,25,2024-11-20 19:18:26,74.03,81.5,1.039,0.398,0.236,75,rural,cloudy,night,Normal
TR008223,DRV0260,Nissan,Leaf,Batticaloa,Galle,167,291,2025-01-30 19:18:26,51.51,75.65,0.599,0.186,0.385,182,highway,heavy_rain,evening,Eco
TR008224,DRV0260,Tesla,Model 3,Anuradhapura,Ratnapura,171,100,2025-04-11 19:18:26,47.44,51.09,0.928,0.918,0.778,197,rural,sunny,afternoon,Normal
TR008225,DRV0297,Tesla,Model 3,Ratnapura,Matara,292,249,2024-12-17 19:18:26,48.21,56.28,0.931,1.293,0.226,349,coastal,sunny,evening,Aggressive
TR008226,DRV0207,Tesla,Model 3,Ratnapura,Galle,252,449,2025-08-26 19:18:26,39.24,58.86,1.013,0.613,0.233,371,coastal,cloudy,morning,Normal
TR008227,DRV0334,BYD,Atto 3,Anuradhapura,Matara,63,34,2025-07-04 19:18:26,52.93,53.52,0.613,0.952,0.166,72,highway,cloudy,morning,Normal
TR008228,DRV0241,MG,ZS EV,Colombo,Ratnapura,395,456,2025-06-08 19:18:26,41.64,54.53,0.242,0.825,0.876,567,rural,cloudy,morning,Normal
TR008229,DRV0220,Nissan,Leaf,Galle,Anuradhapura,188,60,2025-05-07 19:18:26,48.07,58.74,1.203,0.887,1.137,260,coastal,sunny,evening,Aggressive
TR008230,DRV0025,BYD,Atto 3,Kurunegala,Trincomalee,94,62,2025-01-14 19:18:26,39.95,49.67,0.968,0.876,0.307,155,city,heavy_rain,afternoon,Normal
TR008231,DRV0393,BYD,Atto 3,Jaffna,Ratnapura,73,118,2025-03-10 19:18:26,37.88,58.0,0.53,0.461,0.222,110,highway,cloudy,afternoon,Eco
TR008232,DRV0145,Nissan,Leaf,Kurunegala,Colombo,124,62,2025-08-05 19:18:26,36.29,43.25,0.409,0.435,0.065,194,highway,cloudy,morning,Eco
TR008233,DRV0096,Nissan,Leaf,Matara,Ratnapura,373,337,2025-07-30 19:18:26,33.47,41.81,0.63,0.235,0.042,646,highway,cloudy,night,Normal
TR008234,DRV0314,MG,ZS EV,Kandy,Matara,71,70,2025-03-15 19:18:26,37.18,41.6,2.504,0.408,1.464,121,city,sunny,morning,Aggressive
TR008235,DRV0128,Nissan,Leaf,Batticaloa,Galle,146,105,2024-11-11 19:18:26,44.74,51.14,0.536,0.093,0.17,186,city,heavy_rain,afternoon,Eco
TR008236,DRV0038,BYD,Atto 3,Trincomalee,Matara,123,129,2025-09-01 19:18:26,44.41,48.27,1.371,0.52,0.759,160,city,heavy_rain,morning,Normal
TR008237,DRV0305,BYD,Atto 3,Anuradhapura,Colombo,298,225,2025-05-02 19:18:26,67.96,87.85,0.581,0.687,0.289,275,rural,cloudy,evening,Normal
TR008238,DRV0189,BYD,Atto 3,Trincomalee,Anuradhapura,78,19,2025-04-26 19:18:26,52.14,66.77,2.016,1.575,0.798,93,city,monsoon,evening,Aggressive
TR008239,DRV0155,BYD,Atto 3,Ratnapura,Colombo,345,460,2024-10-25 19:18:26,56.63,59.5,1.539,1.905,0.925,378,rural,light_rain,afternoon,Aggressive
TR008240,DRV0080,BYD,Atto 3,Matara,Anuradhapura,66,74,2025-08-09 19:18:26,54.62,55.65,1.425,0.416,0.198,72,highway,sunny,morning,Aggressive
TR008241,DRV0331,Nissan,Leaf,Kurunegala,Jaffna,140,38,2024-11-22 19:18:26,55.28,62.3,1.878,1.454,0.58,146,city,sunny,afternoon,Aggressive
TR008242,DRV0174,Tesla,Model 3,Anuradhapura,Kandy,158,148,2025-03-15 19:18:26,30.64,45.04,0.487,0.68,0.326,309,highway,cloudy,night,Normal
TR008243,DRV0162,Tesla,Model 3,Kandy,Colombo,89,99,2025-08-31 19:18:26,62.26,74.28,0.996,0.38,0.037,92,city,heavy_rain,night,Normal
TR008244,DRV0108,BYD,Atto 3,Colombo,Kurunegala,180,129,2025-09-08 19:18:26,34.52,45.87,0.257,0.23,0.232,315,rural,heavy_rain,morning,Eco
TR008245,DRV0157,MG,ZS EV,Matara,Anuradhapura,100,21,2025-01-18 19:18:26,47.97,71.6,0.638,0.958,1.161,124,highway,cloudy,morning,Aggressive
TR008246,DRV0143,BYD,Atto 3,Matara,Colombo,127,130,2025-04-24 19:18:26,48.51,66.71,0.255,0.205,0.207,141,city,light_rain,night,Eco
TR008247,DRV0375,MG,ZS EV,Matara,Ratnapura,333,117,2025-07-10 19:18:26,19.69,31.37,0.908,0.616,0.433,996,rural,heavy_rain,afternoon,Normal
TR008248,DRV0099,Tesla,Model 3,Jaffna,Batticaloa,55,15,2024-12-23 19:18:26,43.85,44.08,1.09,0.68,0.357,70,city,light_rain,morning,Normal
TR008249,DRV0011,BYD,Atto 3,Anuradhapura,Trincomalee,72,16,2025-02-17 19:18:26,51.43,68.31,1.192,0.294,0.287,81,city,sunny,morning,Normal
TR008250,DRV0038,Tesla,Model 3,Kandy,Batticaloa,276,224,2024-12-30 19:18:26,52.09,69.0,1.772,0.977,1.25,301,highway,light_rain,evening,Aggressive
TR008251,DRV0091,BYD,Atto 3,Trincomalee,Ratnapura,84,127,2025-03-08 19:18:26,48.34,50.36,2.557,0.845,0.709,100,coastal,sunny,morning,Aggressive
TR008252,DRV0233,MG,ZS EV,Jaffna,Galle,187,84,2024-12-24 19:18:26,23.7,34.4,0.426,0.319,0.41,420,highway,light_rain,morning,Normal
TR008253,DRV0323,Nissan,Leaf,Kandy,Colombo,119,110,2025-07-29 19:18:26,45.14,64.47,0.508,0.238,0.324,151,city,heavy_rain,night,Eco
TR008254,DRV0371,Tesla,Model 3,Batticaloa,Anuradhapura,147,42,2025-04-02 19:18:26,60.5,71.5,1.769,0.171,1.718,147,highway,cloudy,night,Aggressive
TR008255,DRV0261,MG,ZS EV,Batticaloa,Colombo,540,216,2025-05-08 19:18:26,52.69,59.01,1.059,0.597,1.032,650,highway,sunny,morning,Aggressive
TR008256,DRV0208,MG,ZS EV,Colombo,Jaffna,248,205,2025-09-09 19:18:26,58.63,59.93,0.9,0.726,0.483,269,rural,light_rain,morning,Normal
TR008257,DRV0398,Tesla,Model 3,Trincomalee,Kurunegala,89,32,2025-08-10 19:18:26,43.29,59.7,0.498,0.543,0.191,154,city,light_rain,morning,Normal
TR008258,DRV0356,Tesla,Model 3,Kandy,Batticaloa,375,324,2025-01-25 19:18:26,43.08,63.37,0.84,0.561,0.631,456,city,sunny,morning,Normal
TR008259,DRV0313,Tesla,Model 3,Anuradhapura,Galle,177,115,2025-08-06 19:18:26,61.62,73.9,0.809,0.793,0.542,165,rural,sunny,evening,Normal
TR008260,DRV0336,Nissan,Leaf,Kandy,Colombo,144,147,2025-10-17 19:18:26,44.27,46.0,0.235,0.456,0.056,171,rural,sunny,night,Eco
TR008261,DRV0052,MG,ZS EV,Galle,Colombo,65,39,2025-03-04 19:18:26,48.43,61.38,0.523,0.148,0.074,78,city,sunny,evening,Eco
TR008262,DRV0098,Nissan,Leaf,Jaffna,Kurunegala,200,87,2025-06-10 19:18:26,33.55,41.65,1.432,0.693,0.304,333,rural,sunny,evening,Aggressive
TR008263,DRV0290,BYD,Atto 3,Ratnapura,Colombo,266,490,2025-08-19 19:18:26,51.49,75.12,0.469,0.173,0.111,338,highway,sunny,night,Eco
TR008264,DRV0033,Tesla,Model 3,Kandy,Colombo,117,92,2025-05-02 19:18:26,53.93,60.66,0.6,0.448,0.438,123,highway,light_rain,morning,Normal
TR008265,DRV0045,Tesla,Model 3,Kurunegala,Colombo,190,81,2024-12-10 19:18:26,69.05,92.71,1.211,0.641,0.404,164,rural,cloudy,afternoon,Normal
TR008266,DRV0032,BYD,Atto 3,Anuradhapura,Jaffna,61,94,2025-04-23 19:18:26,39.67,42.65,0.779,0.597,0.089,86,rural,cloudy,morning,Normal
TR008267,DRV0175,Nissan,Leaf,Galle,Colombo,93,42,2024-12-11 19:18:26,35.21,40.89,1.431,1.238,1.393,145,city,cloudy,evening,Aggressive
TR008268,DRV0083,Tesla,Model 3,Anuradhapura,Ratnapura,241,201,2025-07-15 19:18:26,55.65,63.54,1.189,0.441,0.598,269,highway,cloudy,morning,Normal
TR008269,DRV0098,Tesla,Model 3,Kandy,Kurunegala,113,85,2024-11-09 19:18:26,40.8,49.41,0.593,0.238,0.251,162,rural,cloudy,night,Eco
TR008270,DRV0203,MG,ZS EV,Ratnapura,Trincomalee,183,138,2025-03-06 19:18:26,51.03,56.74,0.471,0.983,0.73,227,highway,cloudy,morning,Normal
TR008271,DRV0179,Nissan,Leaf,Trincomalee,Galle,118,62,2025-08-16 19:18:26,34.81,49.14,0.622,0.649,0.479,215,coastal,light_rain,afternoon,Normal
TR008272,DRV0305,Nissan,Leaf,Jaffna,Kandy,225,125,2025-08-15 19:18:26,52.28,61.68,0.923,1.093,0.102,287,highway,cloudy,afternoon,Aggressive
TR008273,DRV0025,MG,ZS EV,Colombo,Anuradhapura,230,209,2025-05-21 19:18:26,47.01,51.67,0.638,0.863,0.435,320,coastal,monsoon,night,Normal
TR008274,DRV0151,BYD,Atto 3,Colombo,Kandy,73,111,2024-10-29 19:18:26,53.62,55.14,0.892,0.362,0.64,88,highway,sunny,night,Normal
TR008275,DRV0393,MG,ZS EV,Galle,Batticaloa,221,119,2024-11-04 19:18:26,56.66,72.35,0.332,0.514,0.264,220,highway,cloudy,evening,Normal
TR008276,DRV0159,Tesla,Model 3,Jaffna,Ratnapura,101,131,2024-11-12 19:18:26,49.61,55.37,0.922,0.049,0.818,127,highway,sunny,afternoon,Normal
TR008277,DRV0096,Tesla,Model 3,Anuradhapura,Galle,159,134,2025-06-26 19:18:26,60.48,66.95,0.982,0.304,0.484,158,city,light_rain,night,Normal
TR008278,DRV0064,Nissan,Leaf,Batticaloa,Ratnapura,69,80,2025-05-05 19:18:26,58.47,64.58,0.876,0.916,0.066,72,highway,light_rain,night,Normal
TR008279,DRV0129,Nissan,Leaf,Ratnapura,Kurunegala,239,249,2024-12-30 19:18:26,50.47,62.56,0.186,0.361,0.295,285,city,cloudy,afternoon,Eco
TR008280,DRV0057,BYD,Atto 3,Batticaloa,Jaffna,81,19,2024-11-23 19:18:26,47.44,60.21,0.407,0.401,0.504,101,highway,light_rain,night,Normal
TR008281,DRV0266,Tesla,Model 3,Colombo,Kurunegala,268,129,2025-06-27 19:18:26,46.53,61.14,0.628,0.242,0.376,374,city,sunny,morning,Normal
TR008282,DRV0327,Nissan,Leaf,Ratnapura,Colombo,409,340,2025-08-25 19:18:26,48.43,60.34,0.359,0.373,0.3,488,highway,cloudy,morning,Eco
TR008283,DRV0077,BYD,Atto 3,Trincomalee,Ratnapura,118,134,2025-06-30 19:18:26,54.05,63.38,0.262,0.375,0.0,136,rural,sunny,morning,Eco
TR008284,DRV0171,Nissan,Leaf,Ratnapura,Colombo,374,343,2025-07-09 19:18:26,59.28,72.96,1.013,0.815,0.668,401,highway,monsoon,evening,Normal
TR008285,DRV0320,Tesla,Model 3,Colombo,Ratnapura,448,234,2024-12-28 19:18:26,62.32,82.65,0.431,0.168,0.121,440,coastal,cloudy,morning,Eco
TR008286,DRV0035,BYD,Atto 3,Kurunegala,Batticaloa,120,66,2025-10-18 19:18:26,46.48,62.55,0.841,1.027,0.535,151,coastal,cloudy,evening,Aggressive
TR008287,DRV0280,Tesla,Model 3,Trincomalee,Matara,195,143,2025-04-13 19:18:26,63.66,78.16,0.992,0.696,0.275,197,highway,sunny,afternoon,Normal
TR008288,DRV0134,MG,ZS EV,Colombo,Kurunegala,185,188,2025-07-15 19:18:26,42.2,57.01,0.843,0.474,0.517,262,rural,sunny,afternoon,Normal
TR008289,DRV0361,Nissan,Leaf,Galle,Matara,122,89,2024-12-18 19:18:26,32.49,56.25,2.458,1.137,1.154,226,city,sunny,morning,Aggressive
TR008290,DRV0283,Nissan,Leaf,Kurunegala,Batticaloa,213,45,2025-02-14 19:18:26,30.16,47.92,0.453,0.891,0.398,390,coastal,heavy_rain,afternoon,Normal
TR008291,DRV0345,MG,ZS EV,Jaffna,Matara,211,197,2025-03-23 19:18:26,44.63,56.11,0.828,0.519,0.47,274,highway,monsoon,night,Normal
TR008292,DRV0332,Tesla,Model 3,Anuradhapura,Trincomalee,86,48,2025-03-23 19:18:26,42.39,55.93,0.423,0.302,0.107,122,coastal,cloudy,morning,Eco
TR008293,DRV0319,Tesla,Model 3,Colombo,Batticaloa,508,108,2024-11-01 19:18:26,36.59,57.46,0.548,0.274,0.183,835,highway,sunny,afternoon,Eco
TR008294,DRV0293,BYD,Atto 3,Matara,Trincomalee,183,107,2024-12-25 19:18:26,51.63,57.31,1.694,1.607,1.256,250,coastal,sunny,night,Aggressive
TR008295,DRV0063,Tesla,Model 3,Matara,Batticaloa,169,211,2024-12-19 19:18:26,56.37,63.75,0.92,0.622,0.274,172,highway,sunny,afternoon,Normal
TR008296,DRV0294,Nissan,Leaf,Jaffna,Galle,342,242,2025-10-18 19:18:26,44.36,53.01,0.421,0.394,0.019,399,coastal,light_rain,night,Eco
TR008297,DRV0010,BYD,Atto 3,Batticaloa,Matara,213,143,2024-10-25 19:18:26,48.6,51.41,0.637,0.602,0.191,257,coastal,sunny,evening,Normal
TR008298,DRV0231,Tesla,Model 3,Kurunegala,Batticaloa,216,99,2024-11-04 19:18:26,34.16,48.31,0.93,0.547,0.806,378,coastal,heavy_rain,evening,Normal
TR008299,DRV0160,MG,ZS EV,Jaffna,Anuradhapura,131,86,2025-08-06 19:18:26,51.55,59.69,1.778,2.332,1.095,172,coastal,light_rain,evening,Aggressive
TR008300,DRV0119,BYD,Atto 3,Galle,Ratnapura,349,172,2025-08-19 19:18:26,44.19,56.25,1.931,0.959,0.838,479,coastal,heavy_rain,evening,Aggressive
TR008301,DRV0243,Nissan,Leaf,Galle,Batticaloa,177,257,2025-01-24 19:18:26,52.93,55.79,0.452,0.153,0.149,229,city,sunny,morning,Eco
TR008302,DRV0272,Nissan,Leaf,Ratnapura,Jaffna,40,144,2025-10-17 19:18:26,48.47,65.73,0.718,0.488,0.103,52,rural,light_rain,night,Normal
TR008303,DRV0273,MG,ZS EV,Batticaloa,Colombo,433,123,2025-04-06 19:18:26,45.09,48.25,0.975,0.636,0.841,611,rural,sunny,night,Normal
TR008304,DRV0078,BYD,Atto 3,Jaffna,Trincomalee,56,22,2024-11-07 19:18:26,44.61,51.78,1.034,0.583,0.209,71,highway,heavy_rain,evening,Normal
TR008305,DRV0147,Nissan,Leaf,Trincomalee,Matara,161,80,2025-02-01 19:18:26,42.82,56.21,0.484,0.22,0.498,209,coastal,heavy_rain,evening,Normal
TR008306,DRV0365,Nissan,Leaf,Matara,Ratnapura,341,164,2025-05-01 19:18:26,51.41,57.05,0.897,0.828,0.912,397,highway,monsoon,night,Aggressive
TR008307,DRV0198,BYD,Atto 3,Matara,Kurunegala,30,44,2025-02-12 19:18:26,64.19,78.55,0.805,0.737,0.377,30,rural,cloudy,night,Normal
TR008308,DRV0334,Tesla,Model 3,Galle,Anuradhapura,193,49,2024-12-14 19:18:26,55.15,62.67,2.584,1.319,1.342,220,coastal,sunny,morning,Aggressive
TR008309,DRV0396,MG,ZS EV,Kandy,Kurunegala,108,103,2025-05-28 19:18:26,37.03,40.71,0.88,0.635,0.182,155,coastal,heavy_rain,morning,Normal
TR008310,DRV0251,MG,ZS EV,Anuradhapura,Batticaloa,91,93,2025-10-18 19:18:26,44.62,45.85,0.358,1.321,0.588,116,city,sunny,afternoon,Aggressive
TR008311,DRV0160,Tesla,Model 3,Anuradhapura,Galle,114,40,2025-05-03 19:18:26,37.11,58.0,1.241,0.863,0.538,197,highway,light_rain,night,Normal
TR008312,DRV0167,MG,ZS EV,Kandy,Kurunegala,106,140,2025-04-08 19:18:26,37.96,43.23,0.494,0.387,0.37,169,city,light_rain,evening,Eco
TR008313,DRV0001,Nissan,Leaf,Kurunegala,Batticaloa,212,195,2024-12-13 19:18:26,45.06,53.65,0.741,0.788,0.483,287,highway,cloudy,night,Normal
TR008314,DRV0256,BYD,Atto 3,Matara,Galle,138,92,2025-06-05 19:18:26,32.78,58.31,0.511,0.613,0.416,221,coastal,sunny,afternoon,Normal
TR008315,DRV0150,BYD,Atto 3,Kurunegala,Batticaloa,192,192,2025-03-30 19:18:26,44.55,54.71,0.416,0.367,0.414,266,highway,monsoon,evening,Normal
TR008316,DRV0299,MG,ZS EV,Galle,Kandy,57,80,2024-12-29 19:18:26,55.95,66.65,0.534,0.391,0.048,62,coastal,cloudy,afternoon,Eco
TR008317,DRV0332,Tesla,Model 3,Anuradhapura,Colombo,218,178,2025-08-08 19:18:26,39.1,47.66,0.452,0.161,0.313,300,coastal,heavy_rain,afternoon,Eco
TR008318,DRV0176,Tesla,Model 3,Matara,Colombo,125,131,2025-10-07 19:18:26,43.43,54.87,0.173,0.262,0.332,149,city,sunny,evening,Eco
TR008319,DRV0159,Tesla,Model 3,Kurunegala,Batticaloa,127,96,2024-11-01 19:18:26,49.81,55.95,1.599,0.348,0.268,156,coastal,monsoon,evening,Aggressive
TR008320,DRV0042,Tesla,Model 3,Trincomalee,Anuradhapura,66,35,2025-03-06 19:18:26,49.67,61.35,1.116,0.578,0.315,87,rural,cloudy,night,Normal
TR008321,DRV0193,MG,ZS EV,Kandy,Jaffna,186,105,2025-01-18 19:18:26,43.48,58.86,1.224,0.752,0.479,306,city,sunny,evening,Normal
TR008322,DRV0386,MG,ZS EV,Colombo,Anuradhapura,113,112,2025-09-03 19:18:26,22.44,26.0,0.623,0.576,0.636,268,coastal,heavy_rain,evening,Normal
TR008323,DRV0012,Tesla,Model 3,Anuradhapura,Colombo,244,246,2025-06-13 19:18:26,55.17,55.88,0.969,0.793,0.349,262,rural,light_rain,morning,Normal
TR008324,DRV0227,Tesla,Model 3,Kandy,Colombo,137,83,2025-07-12 19:18:26,46.43,68.49,0.88,0.464,0.359,172,city,heavy_rain,afternoon,Normal
TR008325,DRV0399,Nissan,Leaf,Ratnapura,Kurunegala,275,258,2025-01-18 19:18:26,43.42,44.24,0.501,0.314,0.351,390,highway,light_rain,evening,Eco
TR008326,DRV0149,Tesla,Model 3,Matara,Batticaloa,302,205,2025-08-01 19:18:26,35.78,49.74,1.066,0.356,0.377,442,coastal,sunny,morning,Normal
TR008327,DRV0274,BYD,Atto 3,Trincomalee,Kurunegala,122,22,2025-01-03 19:18:26,46.24,65.03,0.487,0.44,0.576,161,highway,cloudy,evening,Normal
TR008328,DRV0156,Tesla,Model 3,Jaffna,Colombo,356,237,2025-02-12 19:18:26,27.39,38.72,0.735,0.489,0.838,709,city,sunny,afternoon,Normal
TR008329,DRV0136,BYD,Atto 3,Trincomalee,Jaffna,34,49,2025-05-21 19:18:26,37.4,41.17,2.269,1.235,1.484,53,city,light_rain,morning,Aggressive
TR008330,DRV0357,Nissan,Leaf,Matara,Colombo,92,58,2025-04-01 19:18:26,62.47,69.8,0.667,0.565,0.63,86,highway,sunny,morning,Normal
TR008331,DRV0004,MG,ZS EV,Kandy,Batticaloa,294,170,2025-04-05 19:18:26,62.82,75.16,0.388,0.294,0.42,288,coastal,light_rain,night,Normal
TR008332,DRV0139,Tesla,Model 3,Trincomalee,Ratnapura,100,162,2025-09-16 19:18:26,69.02,73.34,0.359,0.262,0.147,93,coastal,heavy_rain,morning,Eco
TR008333,DRV0182,BYD,Atto 3,Colombo,Ratnapura,239,273,2025-09-29 19:18:26,48.93,60.65,1.221,0.478,0.574,307,coastal,cloudy,night,Normal
TR008334,DRV0365,Tesla,Model 3,Matara,Ratnapura,147,192,2025-05-27 19:18:26,45.78,45.95,0.433,0.129,0.255,187,rural,monsoon,evening,Eco
TR008335,DRV0329,Nissan,Leaf,Kurunegala,Kandy,134,120,2025-04-10 19:18:26,34.94,40.41,1.185,0.538,0.391,233,city,cloudy,evening,Normal
TR008336,DRV0224,Nissan,Leaf,Kandy,Anuradhapura,160,95,2025-06-17 19:18:26,45.76,61.25,1.83,1.206,1.25,219,highway,cloudy,morning,Aggressive
TR008337,DRV0326,Nissan,Leaf,Kurunegala,Trincomalee,109,88,2025-09-13 19:18:26,46.68,47.51,0.575,0.306,0.341,151,rural,light_rain,night,Eco
TR008338,DRV0382,BYD,Atto 3,Trincomalee,Anuradhapura,44,41,2025-03-31 19:18:26,39.84,55.31,1.516,1.183,0.527,57,coastal,cloudy,evening,Aggressive
TR008339,DRV0093,Tesla,Model 3,Colombo,Matara,195,70,2024-12-04 19:18:26,47.78,69.44,0.527,0.089,0.125,273,highway,cloudy,morning,Eco
TR008340,DRV0140,MG,ZS EV,Matara,Ratnapura,310,221,2024-11-26 19:18:26,53.26,55.1,0.615,0.188,0.595,357,coastal,heavy_rain,morning,Normal
TR008341,DRV0194,BYD,Atto 3,Colombo,Ratnapura,283,463,2025-09-03 19:18:26,26.26,37.72,1.699,1.17,0.493,610,highway,sunny,afternoon,Aggressive
