trip_id,vehicle_model,distance_km,driving_style,road_type,weather,elevation_gain_m,avg_speed,energy_consumed_kWh,battery_capacity_kWh,battery_start_%,battery_end_%
TR041289,Atto 3,95,Normal,highway,light_rain,128,47.73,15.563,60,98.8,72.86
TR041290,Model 3,98,Normal,city,sunny,90,51.72,15.426,40,67.7,29.13
TR041291,ZS EV,95,Normal,coastal,sunny,72,57.05,17.671,75,92.47,68.91
TR041292,Model 3,200,Normal,city,cloudy,174,53.97,31.292,40,99.97,21.74
TR041293,Leaf,103,Normal,city,cloudy,144,7.63,17.492,75,95.14,71.82
TR041294,Model 3,138,Eco,highway,light_rain,93,30.52,18.297,50,91.75,55.16
TR041295,Atto 3,140,Normal,coastal,monsoon,93,57.33,27.141,75,47.56,11.37
TR041296,Model 3,320,Aggressive,rural,sunny,213,64.46,61.608,60,61.49,0.0
TR041297,ZS EV,58,Normal,city,monsoon,92,46.44,12.538,50,68.62,43.54
TR041298,ZS EV,58,Aggressive,highway,sunny,60,52.41,12.467,60,47.41,26.63
TR041299,Model 3,133,Normal,highway,sunny,126,51.34,18.907,60,67.4,35.89
TR041300,ZS EV,78,Normal,rural,sunny,73,34.92,13.994,60,83.95,60.63
TR041301,ZS EV,48,Normal,city,heavy_rain,90,43.5,9.816,60,68.96,52.6
TR041302,Model 3,300,Normal,highway,sunny,240,34.83,43.87,40,57.88,0.0
TR041303,Leaf,139,Normal,rural,cloudy,93,54.21,21.954,75,45.87,16.6
TR041304,Atto 3,179,Normal,city,heavy_rain,131,22.76,34.401,40,96.0,10.0
TR041305,ZS EV,205,Eco,coastal,cloudy,219,54.11,35.559,50,95.16,24.04
TR041306,ZS EV,124,Aggressive,rural,cloudy,72,39.29,29.966,75,86.2,46.25
TR041307,Leaf,201,Normal,city,heavy_rain,149,34.24,36.67,50,81.85,8.51
TR041308,ZS EV,77,Normal,highway,sunny,20,46.2,12.879,75,79.29,62.12
TR041309,Model 3,166,Normal,highway,heavy_rain,165,46.13,26.613,40,69.19,2.66
TR041310,Leaf,157,Aggressive,city,sunny,137,27.91,33.732,50,84.75,17.29
TR041311,ZS EV,251,Normal,highway,heavy_rain,68,52.98,47.642,60,43.62,0.0
TR041312,Model 3,152,Eco,coastal,heavy_rain,93,49.71,22.506,75,93.16,63.15
TR041313,Atto 3,108,Normal,rural,sunny,95,44.06,19.094,60,47.6,15.78
TR041314,Atto 3,168,Eco,coastal,monsoon,166,26.35,29.657,40,87.85,13.71
TR041315,Model 3,84,Aggressive,highway,heavy_rain,63,48.97,17.319,75,50.28,27.19
TR041316,Model 3,49,Normal,coastal,cloudy,97,43.44,7.696,60,83.85,71.02
TR041317,Leaf,179,Eco,city,light_rain,143,59.43,27.854,50,94.12,38.41
TR041318,ZS EV,185,Aggressive,rural,sunny,98,54.18,42.37,40,93.77,0.0
TR041319,Model 3,234,Eco,city,cloudy,130,45.89,33.707,60,79.11,22.93
TR041320,Leaf,531,Normal,highway,monsoon,451,42.23,93.842,50,75.32,0.0
TR041321,Leaf,103,Normal,city,sunny,92,50.49,17.39,60,73.63,44.65
TR041322,Model 3,159,Aggressive,highway,sunny,91,63.83,29.8,50,93.03,33.43
TR041323,ZS EV,49,Normal,city,cloudy,68,40.88,9.459,60,94.08,78.32
TR041324,ZS EV,185,Aggressive,coastal,monsoon,129,34.56,51.892,75,75.45,6.26
TR041325,ZS EV,128,Normal,highway,cloudy,62,31.57,21.81,75,77.19,48.11
TR041326,Model 3,248,Eco,highway,light_rain,293,33.02,33.409,40,97.03,13.51
TR041327,Leaf,191,Eco,rural,light_rain,89,37.17,28.379,75,98.98,61.14
TR041328,Model 3,141,Normal,city,cloudy,105,47.63,22.398,50,49.7,4.9
TR041329,Model 3,20,Eco,rural,cloudy,62,46.23,2.83,50,67.09,61.43
TR041330,Leaf,72,Normal,coastal,sunny,40,45.74,11.667,60,58.28,38.83
TR041331,ZS EV,42,Aggressive,city,cloudy,27,24.94,10.397,50,76.08,55.29
TR041332,ZS EV,172,Normal,highway,sunny,261,65.35,29.138,60,56.49,7.93
TR041333,Leaf,208,Aggressive,coastal,heavy_rain,235,34.73,47.011,50,48.43,0.0
TR041334,Model 3,223,Aggressive,city,sunny,71,36.87,45.375,60,62.91,0.0
TR041335,Leaf,76,Normal,rural,heavy_rain,16,49.69,12.559,50,81.45,56.33
TR041336,Model 3,261,Normal,highway,cloudy,185,45.66,36.213,60,78.0,17.64
TR041337,Leaf,74,Normal,city,heavy_rain,93,48.19,13.531,60,91.18,68.63
TR041338,Leaf,356,Normal,rural,cloudy,160,56.09,57.251,40,51.9,0.0
TR041339,ZS EV,49,Aggressive,highway,cloudy,27,32.47,10.962,50,48.63,26.71
TR041340,Atto 3,229,Eco,city,heavy_rain,235,52.35,39.39,40,75.04,0.0
TR041341,Leaf,231,Normal,highway,heavy_rain,51,51.14,37.84,75,72.01,21.56
TR041342,Model 3,69,Normal,highway,cloudy,18,23.49,9.921,40,45.85,21.05
TR041343,Leaf,108,Normal,highway,monsoon,139,43.21,17.685,50,85.23,49.86
TR041344,Atto 3,128,Eco,coastal,sunny,175,45.13,20.164,40,96.57,46.16
TR041345,Model 3,68,Aggressive,rural,sunny,20,48.64,13.088,75,56.85,39.4
TR041346,Leaf,229,Eco,rural,cloudy,206,41.25,34.934,50,99.89,30.02
TR041347,ZS EV,282,Eco,coastal,cloudy,315,28.05,47.882,40,42.77,0.0
TR041348,ZS EV,196,Normal,rural,sunny,248,30.84,36.272,60,53.93,0.0
TR041349,Leaf,254,Normal,coastal,cloudy,171,48.18,41.264,75,43.24,0.0
TR041350,Atto 3,41,Normal,coastal,cloudy,12,45.24,7.188,75,54.92,45.34
TR041351,Leaf,47,Eco,rural,light_rain,34,44.24,6.88,40,54.96,37.76
TR041352,Model 3,337,Normal,city,sunny,111,31.61,52.85,60,58.91,0.0
TR041353,Leaf,41,Aggressive,rural,sunny,20,61.42,8.214,60,81.02,67.33
TR041354,Leaf,187,Aggressive,coastal,sunny,54,46.53,39.89,60,99.61,33.13
TR041355,Leaf,51,Eco,highway,heavy_rain,10,58.1,7.357,60,54.66,42.4
TR041356,Atto 3,115,Normal,city,cloudy,117,48.88,20.38,60,77.31,43.34
TR041357,Leaf,57,Normal,city,cloudy,85,32.74,9.782,50,91.19,71.63
TR041358,Atto 3,73,Normal,rural,cloudy,81,46.82,12.756,40,93.75,61.86
TR041359,ZS EV,61,Eco,city,heavy_rain,11,40.2,11.249,75,67.77,52.77
TR041360,Leaf,163,Normal,rural,sunny,68,39.13,25.835,60,83.46,40.4
TR041361,Leaf,318,Aggressive,highway,light_rain,273,49.03,63.025,50,66.76,0.0
TR041362,Leaf,229,Normal,city,cloudy,137,41.79,38.477,60,82.47,18.34
TR041363,Leaf,332,Eco,city,cloudy,111,33.26,51.422,50,64.63,0.0
TR041364,ZS EV,373,Normal,coastal,monsoon,146,33.04,76.521,40,46.18,0.0
TR041365,Leaf,53,Normal,highway,sunny,31,45.02,8.006,40,82.79,62.77
TR041366,Leaf,200,Normal,highway,heavy_rain,109,65.12,33.071,50,89.92,23.78
TR041367,Atto 3,84,Normal,city,sunny,83,37.1,15.337,60,43.65,18.09
TR041368,ZS EV,125,Normal,rural,heavy_rain,177,36.55,24.233,60,53.02,12.63
TR041369,ZS EV,67,Eco,rural,heavy_rain,39,46.0,11.589,75,98.98,83.53
TR041370,Leaf,164,Eco,rural,cloudy,126,59.23,23.232,75,46.5,15.52
TR041371,Atto 3,170,Normal,rural,sunny,247,55.26,28.808,50,75.09,17.47
TR041372,Model 3,66,Aggressive,coastal,cloudy,83,27.0,12.92,75,89.31,72.08
TR041373,ZS EV,49,Normal,coastal,light_rain,36,42.87,9.646,40,56.78,32.66
TR041374,Leaf,231,Normal,coastal,sunny,175,50.71,37.821,60,67.2,4.16
TR041375,Atto 3,84,Eco,rural,heavy_rain,166,36.55,14.262,75,99.74,80.72
TR041376,Atto 3,83,Normal,rural,cloudy,37,43.91,13.951,75,45.65,27.05
TR041377,Model 3,231,Normal,coastal,monsoon,50,57.21,39.761,40,95.74,0.0
TR041378,ZS EV,66,Eco,city,heavy_rain,75,31.91,12.5,60,87.82,66.99
TR041379,Model 3,216,Normal,city,sunny,152,46.82,34.683,40,78.96,0.0
TR041380,ZS EV,156,Eco,highway,heavy_rain,199,38.71,25.455,75,81.65,47.71
TR041381,Atto 3,316,Eco,city,cloudy,104,49.01,52.183,60,68.35,0.0
TR041382,ZS EV,244,Eco,highway,sunny,189,60.75,39.11,60,48.8,0.0
TR041383,Atto 3,136,Aggressive,highway,heavy_rain,38,61.96,30.782,50,92.6,31.04
TR041384,ZS EV,93,Normal,highway,sunny,138,66.42,16.106,40,71.69,31.42
TR041385,Model 3,93,Normal,city,sunny,223,40.97,15.028,50,78.47,48.41
TR041386,Model 3,67,Eco,coastal,sunny,26,56.05,9.389,50,84.39,65.61
TR041387,ZS EV,182,Normal,coastal,cloudy,144,49.79,34.701,60,95.01,37.17
TR041388,Model 3,216,Normal,city,sunny,182,45.13,35.023,75,89.38,42.68
TR041389,Leaf,68,Normal,city,cloudy,49,55.4,11.847,75,98.06,82.26
TR041390,Model 3,118,Normal,city,cloudy,184,48.07,18.823,40,75.05,27.99
TR041391,Model 3,240,Normal,rural,heavy_rain,102,51.03,38.832,75,64.85,13.07
TR041392,Atto 3,31,Normal,rural,light_rain,11,40.43,5.388,40,43.83,30.36
TR041393,Model 3,134,Eco,rural,cloudy,30,61.7,18.324,50,88.73,52.08
TR041394,ZS EV,424,Normal,rural,heavy_rain,123,29.81,83.903,75,64.9,0.0
TR041395,Atto 3,289,Eco,rural,light_rain,122,49.6,46.831,60,79.68,1.63
TR041396,Model 3,74,Eco,highway,sunny,24,55.68,9.395,50,72.63,53.84
TR041397,ZS EV,109,Normal,rural,sunny,81,44.94,19.844,60,60.23,27.16
TR041398,Model 3,293,Normal,city,sunny,367,35.91,46.67,40,73.95,0.0
TR041399,Leaf,158,Normal,city,sunny,216,51.86,26.657,40,89.47,22.83
TR041400,Model 3,64,Normal,city,sunny,38,45.2,10.22,75,48.51,34.88
TR041401,Model 3,44,Normal,city,heavy_rain,80,31.54,7.324,75,77.14,67.38
TR041402,Atto 3,90,Normal,city,heavy_rain,79,33.71,17.624,75,46.72,23.22
TR041403,Leaf,185,Aggressive,city,cloudy,53,46.29,41.378,75,94.32,39.15
TR041404,Atto 3,45,Normal,city,cloudy,67,49.6,8.148,50,76.45,60.15
TR041405,ZS EV,264,Normal,coastal,cloudy,72,70.88,48.704,50,82.41,0.0
TR041406,ZS EV,79,Normal,coastal,cloudy,34,41.73,14.85,60,82.55,57.8
TR041407,Leaf,114,Eco,rural,sunny,78,41.69,16.767,75,91.43,69.07
TR041408,Atto 3,86,Normal,highway,cloudy,49,38.49,14.073,40,72.72,37.54
TR041409,ZS EV,109,Normal,coastal,sunny,126,48.98,20.312,60,59.99,26.14
TR041410,ZS EV,217,Normal,rural,sunny,317,42.61,39.777,40,80.75,0.0
TR041411,Atto 3,327,Normal,highway,heavy_rain,315,55.91,58.293,60,60.01,0.0
TR041412,Leaf,264,Eco,coastal,sunny,356,48.06,39.448,50,83.07,4.17
TR041413,Model 3,50,Eco,coastal,sunny,67,45.0,7.046,60,80.69,68.95
TR041414,Atto 3,96,Normal,highway,sunny,87,56.55,15.845,60,79.24,52.83
TR041415,Atto 3,99,Aggressive,coastal,heavy_rain,90,48.41,23.273,50,63.04,16.49
TR041416,Model 3,62,Normal,city,sunny,182,48.41,10.208,40,56.4,30.88
TR041417,Atto 3,92,Eco,highway,sunny,112,46.78,13.394,50,42.76,15.97
TR041418,Atto 3,151,Normal,rural,heavy_rain,55,34.99,26.538,60,41.95,0.0
TR041419,ZS EV,39,Aggressive,city,sunny,69,50.27,9.671,40,54.16,29.98
TR041420,Model 3,134,Aggressive,city,sunny,33,37.23,28.11,50,56.46,0.24
TR041421,Atto 3,324,Eco,coastal,light_rain,279,40.4,51.324,60,81.79,0.0
TR041422,Model 3,216,Normal,coastal,sunny,175,7.79,33.779,40,82.78,0.0
TR041423,Model 3,73,Normal,rural,sunny,69,44.11,10.743,75,92.18,77.86
TR041424,Model 3,68,Eco,rural,sunny,81,62.99,9.784,60,86.25,69.94
TR041425,ZS EV,118,Normal,coastal,cloudy,58,51.94,22.02,40,65.01,9.96
TR041426,Atto 3,158,Normal,rural,heavy_rain,214,43.18,28.971,75,40.04,1.41
TR041427,Model 3,91,Aggressive,city,heavy_rain,23,60.07,20.242,50,53.45,12.97
TR041428,Atto 3,93,Eco,city,light_rain,26,61.17,15.297,50,94.12,63.53
TR041429,ZS EV,180,Normal,city,sunny,94,42.29,34.616,60,95.26,37.57
TR041430,Leaf,26,Normal,highway,sunny,97,52.75,4.022,50,88.14,80.1
TR041431,Leaf,216,Aggressive,rural,heavy_rain,220,66.36,50.441,60,47.65,0.0
TR041432,Leaf,53,Eco,highway,monsoon,86,30.92,8.408,40,97.21,76.19
TR041433,Leaf,98,Normal,city,sunny,88,34.09,16.402,60,62.27,34.93
TR041434,ZS EV,184,Normal,coastal,cloudy,93,47.74,33.473,40,92.8,9.12
TR041435,Atto 3,284,Eco,coastal,cloudy,320,46.37,46.725,50,71.79,0.0
TR041436,Leaf,194,Aggressive,city,cloudy,146,43.68,42.068,50,75.59,0.0
TR041437,ZS EV,137,Eco,highway,sunny,56,34.3,20.968,60,42.82,7.87
TR041438,ZS EV,315,Normal,rural,sunny,349,42.54,58.019,75,80.17,2.81
TR041439,Leaf,135,Normal,rural,sunny,93,46.12,21.588,60,55.5,19.52
TR041440,Leaf,82,Eco,coastal,cloudy,89,43.89,12.574,40,49.48,18.05
TR041441,Model 3,255,Normal,city,light_rain,71,65.58,42.143,50,67.41,0.0
TR041442,Model 3,49,Eco,highway,sunny,85,53.78,6.489,60,85.08,74.26
TR041443,ZS EV,83,Normal,city,heavy_rain,12,41.04,16.555,60,45.84,18.25
TR041444,Atto 3,138,Eco,highway,heavy_rain,38,48.58,22.085,50,87.38,43.21
TR041445,Model 3,88,Eco,highway,light_rain,94,44.27,11.398,50,93.59,70.79
TR041446,Atto 3,222,Normal,highway,light_rain,151,51.5,37.089,50,64.52,0.0
TR041447,Atto 3,93,Normal,rural,sunny,39,50.74,15.417,75,57.38,36.82
TR041448,Model 3,138,Normal,coastal,light_rain,253,18.39,22.259,60,85.76,48.66
TR041449,ZS EV,214,Normal,city,cloudy,191,46.88,39.88,50,73.68,0.0
TR041450,Atto 3,432,Eco,highway,cloudy,388,59.15,61.324,50,46.59,0.0
TR041451,Atto 3,73,Eco,coastal,cloudy,55,62.88,11.846,40,47.33,17.72
TR041452,ZS EV,115,Aggressive,highway,heavy_rain,109,20.24,26.998,75,99.3,63.3
TR041453,Model 3,89,Eco,coastal,light_rain,99,32.41,12.544,50,71.09,46.0
TR041454,ZS EV,358,Aggressive,rural,sunny,274,41.86,83.004,50,75.74,0.0
TR041455,Atto 3,108,Normal,city,cloudy,162,46.54,20.601,40,74.12,22.62
TR041456,Atto 3,192,Aggressive,rural,sunny,175,31.37,42.664,75,67.37,10.49
TR041457,Leaf,76,Normal,rural,cloudy,87,33.49,12.386,50,80.7,55.93
TR041458,Atto 3,267,Eco,coastal,light_rain,149,39.4,44.834,75,48.12,0.0
TR041459,ZS EV,68,Normal,rural,cloudy,40,35.05,12.635,50,48.63,23.36
TR041460,Model 3,471,Normal,highway,sunny,217,40.53,66.629,50,50.64,0.0
TR041461,Leaf,226,Eco,city,sunny,104,43.49,34.316,50,51.13,0.0
TR041462,ZS EV,79,Eco,highway,heavy_rain,48,43.99,13.134,75,78.88,61.37
TR041463,ZS EV,141,Aggressive,highway,sunny,100,27.32,31.582,40,66.94,0.0
TR041464,Model 3,268,Normal,coastal,cloudy,181,48.2,42.021,40,92.8,0.0
TR041465,Model 3,167,Normal,rural,light_rain,128,42.24,25.811,75,80.85,46.44
TR041466,Atto 3,57,Normal,highway,cloudy,23,41.98,9.71,50,80.65,61.23
TR041467,ZS EV,70,Aggressive,highway,sunny,86,39.11,15.978,40,87.45,47.51
TR041468,Leaf,487,Aggressive,city,light_rain,265,58.49,111.216,75,92.85,0.0
TR041469,ZS EV,239,Eco,coastal,sunny,124,41.21,38.882,40,40.52,0.0
TR041470,ZS EV,119,Eco,coastal,sunny,75,31.1,20.23,75,44.25,17.28
TR041471,Atto 3,178,Eco,coastal,sunny,52,44.87,27.774,50,81.9,26.35
TR041472,ZS EV,547,Eco,city,monsoon,380,52.85,103.634,60,59.38,0.0
TR041473,Atto 3,145,Eco,coastal,cloudy,104,58.4,23.049,60,90.26,51.84
TR041474,Model 3,206,Normal,rural,heavy_rain,42,53.39,33.263,50,86.96,20.43
TR041475,Atto 3,192,Normal,highway,sunny,206,66.13,31.207,40,70.73,0.0
TR041476,Atto 3,57,Normal,city,light_rain,43,69.47,10.576,60,45.38,27.75
TR041477,ZS EV,292,Aggressive,city,sunny,434,16.55,70.538,50,44.39,0.0
TR041478,Leaf,72,Normal,highway,heavy_rain,27,40.02,11.653,50,78.61,55.3
TR041479,Atto 3,241,Normal,rural,cloudy,145,41.74,41.625,60,50.34,0.0
TR041480,ZS EV,69,Eco,rural,heavy_rain,30,31.35,12.176,40,56.06,25.62
TR041481,ZS EV,156,Normal,highway,sunny,116,59.52,26.805,40,94.11,27.1
TR041482,Atto 3,119,Aggressive,city,sunny,57,54.85,27.056,60,90.37,45.28
TR041483,ZS EV,70,Normal,city,light_rain,79,41.75,13.733,75,89.23,70.92
TR041484,Model 3,67,Normal,rural,heavy_rain,81,39.58,10.898,75,89.24,74.71
TR041485,Atto 3,278,Normal,city,sunny,65,31.01,48.827,40,98.35,0.0
TR041486,Atto 3,264,Eco,highway,light_rain,97,46.01,40.561,60,63.49,0.0
TR041487,Leaf,87,Normal,rural,light_rain,76,42.76,14.484,60,95.75,71.61
TR041488,Atto 3,174,Normal,rural,monsoon,161,52.38,34.583,60,52.42,0.0
TR041489,ZS EV,116,Eco,city,sunny,51,38.65,19.491,75,80.74,54.75
TR041490,Model 3,179,Normal,rural,cloudy,216,42.47,27.377,75,44.02,7.52
TR041491,Model 3,126,Eco,highway,heavy_rain,105,38.91,17.763,50,59.58,24.05
TR041492,ZS EV,299,Normal,highway,cloudy,205,55.99,53.707,50,77.95,0.0
TR041493,Leaf,72,Aggressive,highway,light_rain,88,59.95,14.686,50,90.15,60.78
TR041494,Model 3,140,Eco,coastal,cloudy,180,53.96,18.89,50,42.08,4.3
TR041495,Model 3,60,Normal,city,heavy_rain,24,47.12,9.922,75,96.43,83.2
TR041496,Leaf,367,Normal,rural,monsoon,228,38.15,64.965,50,90.24,0.0
TR041497,Atto 3,55,Aggressive,city,sunny,32,47.66,13.217,60,72.21,50.18
TR041498,Leaf,132,Normal,rural,cloudy,139,52.61,22.042,40,94.2,39.09
TR041499,Model 3,178,Aggressive,rural,cloudy,88,60.35,34.335,75,94.81,49.03
TR041500,Atto 3,46,Normal,city,light_rain,18,46.46,8.448,50,91.33,74.43
TR041501,Leaf,323,Normal,city,heavy_rain,189,37.74,58.181,75,43.37,0.0
TR041502,ZS EV,171,Normal,rural,heavy_rain,99,37.47,32.787,50,57.58,0.0
TR041503,ZS EV,140,Normal,coastal,sunny,33,47.94,25.285,60,42.79,0.65
TR041504,Leaf,127,Aggressive,rural,sunny,176,43.57,26.76,60,59.93,15.33
TR041505,Leaf,87,Aggressive,coastal,cloudy,71,43.63,19.345,50,42.76,4.07
TR041506,Model 3,78,Aggressive,highway,sunny,38,27.6,14.302,60,40.38,16.54
TR041507,Model 3,204,Eco,highway,sunny,198,22.52,26.309,50,55.94,3.32
TR041508,Atto 3,120,Eco,rural,sunny,47,49.75,18.547,50,47.47,10.38
TR041509,Model 3,83,Normal,coastal,sunny,80,40.04,12.872,40,85.96,53.78
TR041510,Atto 3,519,Eco,coastal,light_rain,286,41.5,83.048,60,82.65,0.0
TR041511,Atto 3,137,Eco,coastal,cloudy,156,48.42,21.973,50,82.17,38.22
TR041512,Leaf,186,Normal,coastal,monsoon,279,48.01,34.5,60,78.24,20.74
TR041513,Atto 3,192,Normal,highway,heavy_rain,97,45.01,33.709,50,77.25,9.83
TR041514,Model 3,230,Aggressive,city,light_rain,134,54.74,49.936,60,54.15,0.0
TR041515,Model 3,140,Normal,highway,light_rain,109,37.81,20.975,50,43.29,1.34
TR041516,Atto 3,135,Normal,city,sunny,203,39.16,23.921,60,97.59,57.72
TR041517,Atto 3,67,Normal,rural,sunny,25,56.31,11.766,40,77.73,48.31
TR041518,Leaf,52,Normal,rural,light_rain,23,52.74,8.394,50,97.75,80.96
TR041519,Model 3,248,Normal,rural,sunny,128,72.3,38.559,50,81.4,4.28
TR041520,ZS EV,51,Eco,city,sunny,73,34.96,8.741,75,93.14,81.48
TR041521,Atto 3,151,Aggressive,coastal,light_rain,43,48.55,35.885,40,70.25,0.0
TR041522,ZS EV,443,Normal,rural,sunny,145,25.64,78.229,60,75.27,0.0
TR041523,Atto 3,352,Eco,rural,sunny,243,45.23,54.547,50,40.85,0.0
TR041524,ZS EV,161,Aggressive,coastal,cloudy,40,57.53,39.147,75,47.1,0.0
TR041525,Model 3,66,Normal,coastal,heavy_rain,14,35.18,11.137,40,63.95,36.11
TR041526,Model 3,96,Eco,rural,sunny,22,14.62,13.211,75,48.57,30.96
TR041527,Model 3,400,Normal,highway,cloudy,250,49.04,55.189,50,73.39,0.0
TR041528,Model 3,78,Eco,coastal,sunny,32,52.66,10.297,75,46.39,32.66
TR041529,Leaf,118,Aggressive,coastal,cloudy,89,43.28,25.038,60,54.56,12.83
TR041530,Model 3,89,Normal,highway,heavy_rain,178,43.56,14.273,60,88.0,64.21
TR041531,Leaf,190,Eco,coastal,sunny,109,30.02,28.084,75,93.39,55.94
TR041532,Leaf,227,Aggressive,rural,cloudy,120,37.97,45.351,50,58.63,0.0
TR041533,Model 3,90,Normal,city,cloudy,46,47.89,14.419,50,62.62,33.78
TR041534,Leaf,314,Aggressive,rural,heavy_rain,185,33.43,72.271,40,60.86,0.0
TR041535,Model 3,246,Normal,highway,cloudy,370,28.48,35.727,60,81.77,22.22
TR041536,Atto 3,362,Normal,coastal,heavy_rain,275,32.18,69.506,75,95.11,2.44
TR041537,Atto 3,210,Eco,city,light_rain,124,48.04,35.097,50,98.51,28.32
TR041538,Atto 3,221,Aggressive,highway,heavy_rain,192,47.69,51.374,75,87.17,18.67
TR041539,ZS EV,387,Normal,rural,light_rain,221,44.73,71.137,75,71.54,0.0
TR041540,Model 3,318,Normal,highway,heavy_rain,294,41.32,49.934,40,70.85,0.0
TR041541,Atto 3,173,Normal,rural,monsoon,270,45.55,33.467,60,44.2,0.0
TR041542,Leaf,94,Eco,coastal,light_rain,121,31.91,14.358,50,67.18,38.46
TR041543,Atto 3,51,Normal,coastal,sunny,39,66.65,8.839,50,45.28,27.6
TR041544,Atto 3,375,Normal,coastal,light_rain,190,47.61,69.578,60,93.14,0.0
TR041545,Model 3,88,Normal,city,monsoon,90,43.63,15.489,50,85.01,54.03
TR041546,Model 3,60,Aggressive,rural,sunny,45,44.29,11.824,75,93.47,77.7
TR041547,Atto 3,441,Normal,city,cloudy,289,39.79,80.766,60,80.86,0.0
TR041548,Model 3,73,Normal,highway,heavy_rain,61,36.77,11.16,60,75.22,56.62
TR041549,Model 3,142,Eco,coastal,sunny,55,49.72,19.23,75,76.71,51.07
TR041550,Atto 3,241,Normal,rural,heavy_rain,150,37.87,44.378,40,77.93,0.0
TR041551,Leaf,353,Normal,coastal,heavy_rain,226,52.41,62.172,60,77.1,0.0
TR041552,Leaf,189,Eco,highway,cloudy,255,52.62,26.606,75,83.87,48.39
TR041553,Atto 3,143,Normal,coastal,cloudy,98,34.97,25.838,40,55.66,0.0
TR041554,Atto 3,321,Eco,city,sunny,320,12.17,51.539,60,91.77,5.87
TR041555,Model 3,173,Eco,rural,light_rain,130,24.9,24.598,50,55.52,6.32
TR041556,Leaf,225,Eco,highway,heavy_rain,261,54.58,32.904,75,81.85,37.98
TR041557,Atto 3,68,Eco,coastal,heavy_rain,34,54.7,11.579,75,99.02,83.58
TR041558,Leaf,99,Normal,city,sunny,58,38.83,16.178,40,60.51,20.07
TR041559,Leaf,299,Normal,coastal,sunny,199,48.66,47.641,60,59.64,0.0
TR041560,ZS EV,155,Normal,rural,cloudy,109,46.07,28.662,60,60.92,13.15
TR041561,Atto 3,46,Aggressive,rural,cloudy,26,59.78,10.612,75,95.12,80.97
TR041562,Leaf,271,Eco,highway,heavy_rain,169,42.62,39.625,50,57.54,0.0
TR041563,Leaf,176,Normal,highway,cloudy,37,58.1,26.326,40,67.24,1.43
TR041564,ZS EV,84,Normal,rural,sunny,14,42.45,15.178,60,74.53,49.23
TR041565,ZS EV,175,Normal,rural,sunny,145,43.51,32.52,50,59.1,0.0
TR041566,ZS EV,181,Normal,highway,cloudy,57,54.24,30.427,60,54.08,3.37
TR041567,Atto 3,70,Aggressive,city,sunny,73,51.2,16.804,75,63.98,41.57
TR041568,Leaf,293,Normal,highway,heavy_rain,113,51.02,49.663,40,62.71,0.0
TR041569,ZS EV,148,Eco,rural,monsoon,182,37.29,27.797,40,75.44,5.95
TR041570,ZS EV,337,Normal,rural,cloudy,265,39.81,62.072,75,64.22,0.0
TR041571,Model 3,301,Normal,rural,sunny,162,60.03,46.216,60,57.14,0.0
TR041572,Atto 3,66,Normal,rural,sunny,39,58.4,11.435,40,71.16,42.57
TR041573,Atto 3,162,Aggressive,coastal,cloudy,229,26.19,37.185,60,56.95,0.0
TR041574,Model 3,187,Normal,coastal,sunny,96,36.51,28.959,40,93.61,21.21
TR041575,Leaf,50,Aggressive,city,sunny,35,30.06,10.929,60,73.9,55.68
TR041576,ZS EV,265,Normal,rural,sunny,355,45.91,48.704,40,44.84,0.0
TR041577,Leaf,241,Aggressive,coastal,light_rain,78,52.3,54.139,40,68.97,0.0
TR041578,Leaf,124,Eco,rural,light_rain,201,58.94,18.846,60,56.8,25.39
TR041579,Leaf,167,Aggressive,city,cloudy,145,42.37,36.256,40,50.25,0.0
TR041580,ZS EV,272,Eco,coastal,cloudy,58,31.87,44.226,40,57.02,0.0
TR041581,Model 3,242,Aggressive,coastal,sunny,245,43.67,47.08,60,46.42,0.0
TR041582,ZS EV,123,Normal,coastal,cloudy,56,42.49,22.635,75,82.5,52.32
TR041583,Model 3,216,Normal,rural,sunny,181,58.16,32.227,40,51.18,0.0
TR041584,ZS EV,251,Normal,city,cloudy,283,42.39,48.256,40,40.52,0.0
TR041585,Model 3,197,Eco,rural,cloudy,66,40.0,26.784,50,92.97,39.4
TR041586,Atto 3,57,Eco,rural,sunny,28,44.16,9.009,40,86.2,63.68
TR041587,Leaf,90,Aggressive,highway,heavy_rain,187,56.94,19.41,40,82.09,33.57
TR041588,ZS EV,90,Aggressive,coastal,cloudy,90,37.44,21.754,60,74.0,37.74
TR041589,Model 3,332,Normal,city,cloudy,74,39.59,49.776,75,63.1,0.0
TR041590,Model 3,52,Eco,highway,cloudy,31,49.52,6.875,75,46.22,37.05
TR041591,Leaf,82,Normal,rural,sunny,19,50.2,12.872,60,61.68,40.23
TR041592,ZS EV,58,Aggressive,highway,cloudy,48,56.45,13.194,75,55.05,37.46
TR041593,Model 3,95,Normal,highway,sunny,30,49.13,13.765,50,91.8,64.27
TR041594,Atto 3,28,Normal,highway,sunny,80,49.5,4.652,75,98.67,92.47
TR041595,Model 3,121,Eco,coastal,cloudy,146,62.12,16.862,50,96.15,62.43
TR041596,Atto 3,74,Eco,rural,cloudy,34,44.27,11.596,50,99.69,76.5
TR041597,ZS EV,39,Aggressive,coastal,cloudy,74,47.04,9.553,60,79.69,63.77
TR041598,ZS EV,169,Normal,city,sunny,77,33.88,32.927,50,66.56,0.71
